DRUGBANK_ID	NAMESPACE	ID	SOURCE
DB06288	CHEBI	64045	drugbank
DB06288	CHEBML	CHEMBL243712	drugbank
DB06290	CHEBI	134743	drugbank
DB06290	CHEBML	CHEMBL501849	drugbank
DB06292	CHEBI	85078	chebi
DB06292	CHEBI	85078	drugbank
DB06292	CHEBI	85079	chebi
DB06292	CHEBML	CHEMBL429910	drugbank
DB06295	CHEBML	CHEMBL175633	drugbank
DB06297	CHEBML	CHEMBL1852164	drugbank
DB06302	CHEBML	CHEMBL3989914	drugbank
DB06306	CHEBI	140592	chebi
DB06306	CHEBI	140592	drugbank
DB06306	CHEBML	CHEMBL1214827	drugbank
DB06309	CHEBML	CHEMBL1236682	drugbank
DB06311	CHEBML	CHEMBL204021	drugbank
DB06313	CHEBML	CHEMBL1852492	drugbank
DB06314	CHEBI	90624	drugbank
DB06314	CHEBML	CHEMBL1236107	drugbank
DB06317	CHEBML	CHEMBL1743010	drugbank
DB06328	CHEBML	CHEMBL1213633	drugbank
DB06331	CHEBML	CHEMBL11122	drugbank
DB06333	CHEBML	CHEMBL508583	drugbank
DB06334	CHEBI	135918	drugbank
DB06334	CHEBML	CHEMBL3621988	drugbank
DB06335	CHEBI	71271	chebi
DB06335	CHEBI	71272	chebi
DB06335	CHEBI	71272	drugbank
DB06335	CHEBML	CHEMBL385517	drugbank
DB06345	CHEBML	CHEMBL436774	drugbank
DB06346	CHEBML	CHEMBL1922660	drugbank
DB06347	CHEBML	CHEMBL1614709	drugbank
DB06350	CHEBML	CHEMBL2103828	drugbank
DB06354	CHEBML	CHEMBL14935	drugbank
DB06358	CHEBI	131751	drugbank
DB06358	CHEBML	CHEMBL134561	drugbank
DB06362	CHEBML	CHEMBL2107313	drugbank
DB06364	CHEBML	CHEMBL30424	drugbank
DB06365	CHEBI	145429	chebi
DB06365	CHEBI	145429	drugbank
DB06365	CHEBML	CHEMBL2105681	drugbank
DB06366	CHEBML	CHEMBL2007641	drugbank
DB06367	CHEBML	CHEMBL203665	drugbank
DB06368	CHEBML	CHEMBL106502	drugbank
DB06370	CHEBI	145431	chebi
DB06370	CHEBI	145431	drugbank
DB06370	CHEBML	CHEMBL77517	drugbank
DB06372	CHEBML	CHEMBL1201830	drugbank
DB06393	CHEBI	48520	drugbank
DB06393	CHEBML	CHEMBL1512580	drugbank
DB06395	CHEBI	76005	drugbank
DB06395	CHEBML	CHEMBL3989547	drugbank
DB06397	CHEBML	CHEMBL1705525	drugbank
DB06401	CHEBI	135947	drugbank
DB06401	CHEBML	CHEMBL46740	drugbank
DB06402	CHEBI	71229	drugbank
DB06402	CHEBML	CHEMBL507870	drugbank
DB06403	CHEBI	135949	drugbank
DB06403	CHEBML	CHEMBL1111	drugbank
DB06405	CHEBML	CHEMBL2111092	drugbank
DB06408	CHEBI	134989	drugbank
DB06408	CHEBML	CHEMBL2111108	drugbank
DB06409	CHEBI	80581	drugbank
DB06409	CHEBML	CHEMBL1330	drugbank
DB06410	CHEBI	4712	chebi
DB06410	CHEBI	4712	drugbank
DB06410	CHEBML	CHEMBL1200810	drugbank
DB06412	CHEBI	7864	drugbank
DB06412	CHEBML	CHEMBL1200585	drugbank
DB06413	CHEBI	77590	drugbank
DB06413	CHEBML	CHEMBL1201192	drugbank
DB06414	CHEBI	63589	chebi
DB06414	CHEBI	63589	drugbank
DB06414	CHEBML	CHEMBL308954	drugbank
DB06415	CHEBML	CHEMBL1201447	drugbank
DB06419	CHEBI	29506	chebi
DB06419	CHEBI	29506	drugbank
DB06419	CHEBML	CHEMBL3989904	drugbank
DB06421	CHEBML	CHEMBL1618378	drugbank
DB06422	CHEBML	CHEMBL2107465	drugbank
DB06429	CHEBML	CHEMBL275544	drugbank
DB06433	CHEBML	CHEMBL2105467	drugbank
DB06435	CHEBML	CHEMBL1742455	drugbank
DB06436	CHEBI	91083	drugbank
DB06436	CHEBML	CHEMBL276711	drugbank
DB06439	CHEBI	141517	chebi
DB06439	CHEBML	CHEMBL1201548	drugbank
DB06440	CHEBI	143825	chebi
DB06440	CHEBI	143825	drugbank
DB06440	CHEBML	CHEMBL294029	drugbank
DB06441	CHEBI	90841	drugbank
DB06441	CHEBML	CHEMBL334966	drugbank
DB06442	CHEBML	CHEMBL101309	drugbank
DB06444	CHEBML	CHEMBL334533	drugbank
DB06445	CHEBML	CHEMBL44083	drugbank
DB06446	CHEBI	138033	drugbank
DB06446	CHEBML	CHEMBL2106316	drugbank
DB06448	CHEBI	47097	drugbank
DB06448	CHEBML	CHEMBL298734	drugbank
DB06454	CHEBML	CHEMBL220808	drugbank
DB06455	CHEBI	125516	drugbank
DB06455	CHEBML	CHEMBL506981	drugbank
DB06457	CHEBML	CHEMBL61301	drugbank
DB06458	CHEBI	91654	drugbank
DB06458	CHEBML	CHEMBL25843	drugbank
DB06460	CHEBML	CHEMBL431651	drugbank
DB06461	CHEBI	80765	drugbank
DB06461	CHEBML	CHEMBL444929	drugbank
DB06468	CHEBML	CHEMBL436559	drugbank
DB06469	CHEBML	CHEMBL175105	drugbank
DB06470	CHEBI	92875	drugbank
DB06470	CHEBML	CHEMBL315795	drugbank
DB06471	CHEBML	CHEMBL2107805	drugbank
DB06472	CHEBI	73266	drugbank
DB06472	CHEBML	CHEMBL3085474	drugbank
DB06477	CHEBML	CHEMBL419792	drugbank
DB06478	CHEBML	CHEMBL521078	drugbank
DB06479	CHEBI	32061	drugbank
DB06479	CHEBML	CHEMBL1079905	drugbank
DB06480	CHEBI	135552	drugbank
DB06480	CHEBML	CHEMBL117287	drugbank
DB06485	CHEBML	CHEMBL2103821	drugbank
DB06486	CHEBI	91368	drugbank
DB06486	CHEBML	CHEMBL300138	drugbank
DB06494	CHEBML	CHEMBL22055	drugbank
DB06497	CHEBML	CHEMBL1255794	drugbank
DB06499	CHEBML	CHEMBL2107396	drugbank
DB06506	CHEBML	CHEMBL1614652	drugbank
DB06510	CHEBML	CHEMBL186179	drugbank
DB06512	CHEBML	CHEMBL2104698	drugbank
DB06515	CHEBML	CHEMBL17976	drugbank
DB06518	CHEBML	CHEMBL1230122	drugbank
DB06519	CHEBML	CHEMBL3990804	drugbank
DB06521	CHEBML	CHEMBL184041	drugbank
DB06523	CHEBML	CHEMBL274536	drugbank
DB06525	CHEBML	CHEMBL121810	drugbank
DB06527	CHEBI	1457	drugbank
DB06527	CHEBML	CHEMBL149082	drugbank
DB06529	CHEBML	CHEMBL2105199	drugbank
DB06530	CHEBI	36706	drugbank
DB06530	CHEBML	CHEMBL383322	drugbank
DB06532	CHEBML	CHEMBL319669	drugbank
DB06533	CHEBML	CHEMBL24683	drugbank
DB06535	CHEBI	135971	drugbank
DB06535	CHEBML	CHEMBL1823681	drugbank
DB06536	CHEBML	CHEMBL282686	drugbank
DB06538	CHEBML	CHEMBL1628569	drugbank
DB06543	CHEBI	40968	drugbank
DB06543	CHEBML	CHEMBL1255871	drugbank
DB06548	CHEBML	CHEMBL319144	drugbank
DB06549	CHEBML	CHEMBL2105864	drugbank
DB06554	CHEBI	34373	drugbank
DB06554	CHEBML	CHEMBL312443	drugbank
DB06555	CHEBML	CHEMBL61479	drugbank
DB06558	CHEBML	CHEMBL61780	drugbank
DB06559	CHEBML	CHEMBL2108614	drugbank
DB06573	CHEBML	CHEMBL76222	drugbank
DB06575	CHEBML	CHEMBL2107301	drugbank
DB06578	CHEBML	CHEMBL318191	drugbank
DB06579	CHEBML	CHEMBL2103791	drugbank
DB06580	CHEBML	CHEMBL2110737	drugbank
DB06581	CHEBI	65484	drugbank
DB06581	CHEBML	CHEMBL404519	drugbank
DB06582	CHEBML	CHEMBL2107331	drugbank
DB06585	CHEBML	CHEMBL1255582	drugbank
DB06586	CHEBI	134721	drugbank
DB06586	CHEBML	CHEMBL2103825	drugbank
DB06587	CHEBML	CHEMBL2110756	drugbank
DB06589	CHEBI	71219	drugbank
DB06589	CHEBML	CHEMBL477772	drugbank
DB06590	CHEBI	70718	drugbank
DB06590	CHEBML	CHEMBL501122	drugbank
DB06594	CHEBI	134990	drugbank
DB06594	CHEBML	CHEMBL10878	drugbank
DB06595	CHEBI	63452	drugbank
DB06595	CHEBML	CHEMBL608533	drugbank
DB06597	CHEBML	CHEMBL219321	drugbank
DB06598	CHEBML	CHEMBL1189025	drugbank
DB06600	CHEBI	136053	drugbank
DB06600	CHEBML	CHEMBL1213456	drugbank
DB06603	CHEBI	85990	drugbank
DB06603	CHEBML	CHEMBL483254	drugbank
DB06604	CHEBML	CHEMBL3187812	drugbank
DB06605	CHEBI	72296	chebi
DB06605	CHEBI	72296	drugbank
DB06605	CHEBML	CHEMBL231779	drugbank
DB06608	CHEBI	135752	chebi
DB06608	CHEBI	141487	drugbank
DB06608	CHEBML	CHEMBL298470	drugbank
DB06609	CHEBML	CHEMBL2107763	drugbank
DB06610	CHEBML	CHEMBL1615933	drugbank
DB06614	CHEBI	85202	drugbank
DB06614	CHEBML	CHEMBL139367	drugbank
DB06616	CHEBI	39112	drugbank
DB06616	CHEBML	CHEMBL288441	drugbank
DB06618	CHEBML	CHEMBL408867	drugbank
DB06619	CHEBML	CHEMBL458876	drugbank
DB06620	CHEBML	CHEMBL2110659	drugbank
DB06623	CHEBI	94646	drugbank
DB06623	CHEBML	CHEMBL255044	drugbank
DB06624	CHEBML	CHEMBL220360	drugbank
DB06625	CHEBML	CHEMBL447664	drugbank
DB06626	CHEBI	66910	drugbank
DB06626	CHEBML	CHEMBL1289926	drugbank
DB06629	CHEBI	94573	drugbank
DB06629	CHEBML	CHEMBL1628688	drugbank
DB06630	CHEBML	CHEMBL1800807	drugbank
DB06633	CHEBML	CHEMBL539204	drugbank
DB06634	CHEBI	135967	drugbank
DB06634	CHEBML	CHEMBL1672054	drugbank
DB06635	CHEBML	CHEMBL46618	drugbank
DB06636	CHEBI	85978	drugbank
DB06636	CHEBML	CHEMBL1183349	drugbank
DB06637	CHEBI	34385	drugbank
DB06637	CHEBML	CHEMBL284348	drugbank
DB06638	CHEBML	CHEMBL3989407	drugbank
DB06640	CHEBML	CHEMBL2107341	drugbank
DB06641	CHEBI	67272	drugbank
DB06641	CHEBML	CHEMBL372764	drugbank
DB06643	CHEBML	CHEMBL1237023	drugbank
DB06645	CHEBML	CHEMBL2110579	drugbank
DB06649	CHEBML	CHEMBL2107771	drugbank
DB06650	CHEBML	CHEMBL1201836	drugbank
DB06652	CHEBI	94843	drugbank
DB06652	CHEBML	CHEMBL82301	drugbank
DB06654	CHEBI	134718	drugbank
DB06654	CHEBML	CHEMBL396778	drugbank
DB06655	CHEBI	71193	chebi
DB06655	CHEBI	71193	drugbank
DB06655	CHEBML	CHEMBL1201866	drugbank
DB06656	CHEBML	CHEMBL573352	drugbank
DB06657	CHEBML	CHEMBL471638	drugbank
DB06660	CHEBML	CHEMBL308148	drugbank
DB06663	CHEBI	72312	drugbank
DB06663	CHEBML	CHEMBL3349607	drugbank
DB06666	CHEBML	CHEMBL49429	drugbank
DB06669	CHEBI	134082	drugbank
DB06670	CHEBML	CHEMBL481611	drugbank
DB06673	CHEBML	CHEMBL455136	drugbank
DB06674	CHEBML	CHEMBL1201833	drugbank
DB06677	CHEBML	CHEMBL109648	drugbank
DB06678	CHEBML	CHEMBL1366933	drugbank
DB06680	CHEBML	CHEMBL267431	drugbank
DB06681	CHEBML	CHEMBL1742990	drugbank
DB06682	CHEBI	76254	drugbank
DB06682	CHEBML	CHEMBL2103831	drugbank
DB06683	CHEBI	135964	drugbank
DB06683	CHEBML	CHEMBL458875	drugbank
DB06684	CHEBI	70705	chebi
DB06684	CHEBI	70707	chebi
DB06684	CHEBI	70707	drugbank
DB06684	CHEBML	CHEMBL439849	drugbank
DB06685	CHEBI	134738	drugbank
DB06685	CHEBML	CHEMBL66092	drugbank
DB06688	CHEBML	CHEMBL1237024	drugbank
DB06689	CHEBML	CHEMBL3989529	drugbank
DB06690	CHEBI	17045	drugbank
DB06690	CHEBML	CHEMBL1234579	drugbank
DB06691	CHEBI	6762	chebi
DB06691	CHEBI	6762	drugbank
DB06691	CHEBML	CHEMBL511	drugbank
DB06692	CHEBML	CHEMBL1201619	drugbank
DB06693	CHEBI	34848	chebi
DB06693	CHEBI	34848	drugbank
DB06693	CHEBML	CHEMBL54440	drugbank
DB06694	CHEBI	10082	drugbank
DB06694	CHEBML	CHEMBL312448	drugbank
DB06695	CHEBI	70746	drugbank
DB06695	CHEBML	CHEMBL539697	drugbank
DB06696	CHEBI	37922	chebi
DB06696	CHEBI	37922	drugbank
DB06696	CHEBML	CHEMBL426926	drugbank
DB06697	CHEBI	195280	chebi
DB06697	CHEBI	195280	drugbank
DB06697	CHEBML	CHEMBL566534	drugbank
DB06698	CHEBI	35677	chebi
DB06698	CHEBI	35677	drugbank
DB06698	CHEBML	CHEMBL24441	drugbank
DB06699	CHEBI	135961	drugbank
DB06699	CHEBML	CHEMBL415606	drugbank
DB06700	CHEBI	83527	chebi
DB06700	CHEBI	83527	drugbank
DB06700	CHEBML	CHEMBL1118	drugbank
DB06701	CHEBI	51860	drugbank
DB06701	CHEBML	CHEMBL827	drugbank
DB06702	CHEBI	135920	drugbank
DB06702	CHEBML	CHEMBL1201764	drugbank
DB06703	CHEBI	68841	chebi
DB06703	CHEBI	68841	drugbank
DB06703	CHEBML	CHEMBL2218860	drugbank
DB06704	CHEBI	92769	drugbank
DB06704	CHEBML	CHEMBL818	drugbank
DB06705	CHEBML	CHEMBL1908362	drugbank
DB06706	CHEBI	134765	drugbank
DB06706	CHEBML	CHEMBL1697841	drugbank
DB06707	CHEBI	10304	drugbank
DB06707	CHEBML	CHEMBL677	drugbank
DB06708	CHEBI	156095	chebi
DB06708	CHEBI	156095	drugbank
DB06708	CHEBML	CHEMBL38827	drugbank
DB06709	CHEBI	6804	chebi
DB06709	CHEBI	6804	drugbank
DB06709	CHEBML	CHEMBL978	drugbank
DB06710	CHEBI	27436	chebi
DB06710	CHEBI	27436	drugbank
DB06710	CHEBML	CHEMBL1395	drugbank
DB06711	CHEBI	93363	drugbank
DB06711	CHEBML	CHEMBL761	drugbank
DB06712	CHEBI	31911	drugbank
DB06712	CHEBML	CHEMBL517427	drugbank
DB06713	CHEBI	135398	drugbank
DB06713	CHEBML	CHEMBL1200807	drugbank
DB06714	CHEBI	134783	drugbank
DB06714	CHEBML	CHEMBL2105275	drugbank
DB06715	CHEBI	8346	drugbank
DB06715	CHEBML	CHEMBL1141	drugbank
DB06716	CHEBI	135193	drugbank
DB06716	CHEBML	CHEMBL1201766	drugbank
DB06717	CHEBI	64321	chebi
DB06717	CHEBI	64321	drugbank
DB06717	CHEBML	CHEMBL1199324	drugbank
DB06718	CHEBI	9249	chebi
DB06718	CHEBI	9249	drugbank
DB06718	CHEBML	CHEMBL2079587	drugbank
DB06719	CHEBML	CHEMBL1909304	drugbank
DB06720	CHEBML	CHEMBL1201865	drugbank
DB06721	CHEBML	CHEMBL113051	drugbank
DB06723	CHEBI	33130	drugbank
DB06723	CHEBML	CHEMBL1200706	drugbank
DB06724	CHEBI	3311	chebi
DB06724	CHEBI	3311	drugbank
DB06724	CHEBML	CHEMBL1200539	drugbank
DB06725	CHEBI	31783	chebi
DB06725	CHEBI	31783	drugbank
DB06725	CHEBML	CHEMBL1569487	drugbank
DB06726	CHEBI	34593	drugbank
DB06726	CHEBML	CHEMBL296035	drugbank
DB06727	CHEBI	28827	chebi
DB06727	CHEBI	28827	drugbank
DB06727	CHEBML	CHEMBL1908847	drugbank
DB06728	CHEBI	17296	chebi
DB06728	CHEBI	17296	drugbank
DB06728	CHEBML	CHEMBL538	drugbank
DB06729	CHEBI	77780	chebi
DB06729	CHEBI	77780	drugbank
DB06729	CHEBML	CHEMBL1109	drugbank
DB06730	CHEBI	135323	drugbank
DB06730	CHEBML	CHEMBL1213583	drugbank
DB06731	CHEBML	CHEMBL465123	drugbank
DB06732	CHEBI	77013	chebi
DB06732	CHEBI	77013	drugbank
DB06732	CHEBML	CHEMBL26260	drugbank
DB06733	CHEBI	22689	drugbank
DB06733	CHEBI	57398	chebi
DB06733	CHEBML	CHEMBL290814	drugbank
DB06735	CHEBML	CHEMBL954	drugbank
DB06736	CHEBI	31159	drugbank
DB06736	CHEBML	CHEMBL93645	drugbank
DB06737	CHEBI	32306	drugbank
DB06737	CHEBML	CHEMBL1765291	drugbank
DB06738	CHEBI	6125	drugbank
DB06738	CHEBML	CHEMBL47072	drugbank
DB06739	CHEBI	32126	drugbank
DB06739	CHEBML	CHEMBL70972	drugbank
DB06741	CHEBML	CHEMBL44793	drugbank
DB06742	CHEBI	135590	drugbank
DB06742	CHEBML	CHEMBL153479	drugbank
DB06743	CHEBI	5355	drugbank
DB06743	CHEBML	CHEMBL465161	drugbank
DB06744	CHEBI	5356	chebi
DB06744	CHEBML	CHEMBL514432	drugbank
DB06748	CHEBI	77152	drugbank
DB06748	CHEBML	CHEMBL449303	drugbank
DB06749	CHEBI	33322	chebi
DB06749	CHEBI	67989	chebi
DB06749	CHEBI	67989	drugbank
DB06749	CHEBML	CHEMBL501515	drugbank
DB06750	CHEBI	67987	chebi
DB06750	CHEBI	67987	drugbank
DB06750	CHEBML	CHEMBL501637	drugbank
DB06751	CHEBI	135630	drugbank
DB06751	CHEBML	CHEMBL551978	drugbank
DB06752	CHEBML	CHEMBL1201626	drugbank
DB06753	CHEBI	9695	drugbank
DB06753	CHEBML	CHEMBL1201317	drugbank
DB06755	CHEBI	17579	drugbank
DB06755	CHEBML	CHEMBL1293	drugbank
DB06756	CHEBI	17750	drugbank
DB06756	CHEBML	CHEMBL1182	drugbank
DB06757	CHEBI	29035	drugbank
DB06757	CHEBML	CHEMBL2103742	drugbank
DB06759	CHEBML	CHEMBL1201688	drugbank
DB06760	CHEBML	CHEMBL1201487	drugbank
DB06761	CHEBML	CHEMBL1201624	drugbank
DB06762	CHEBI	91706	drugbank
DB06762	CHEBML	CHEMBL1159	drugbank
DB06763	CHEBI	135894	drugbank
DB06763	CHEBML	CHEMBL938	drugbank
DB06764	CHEBI	28674	drugbank
DB06764	CHEBML	CHEMBL1266	drugbank
DB06766	CHEBI	71023	chebi
DB06766	CHEBI	71023	drugbank
DB06766	CHEBML	CHEMBL1201747	drugbank
DB06767	CHEBI	31206	drugbank
DB06767	CHEBML	CHEMBL1200939	drugbank
DB06768	CHEBML	CHEMBL1200747	drugbank
DB06769	CHEBI	135515	drugbank
DB06769	CHEBML	CHEMBL487253	drugbank
DB06770	CHEBI	17987	drugbank
DB06770	CHEBML	CHEMBL720	drugbank
DB06771	CHEBI	135622	drugbank
DB06771	CHEBML	CHEMBL1201760	drugbank
DB06772	CHEBI	63584	chebi
DB06772	CHEBI	63584	drugbank
DB06772	CHEBML	CHEMBL1201748	drugbank
DB06774	CHEBI	3374	drugbank
DB06774	CHEBML	CHEMBL294199	drugbank
DB06775	CHEBI	71028	chebi
DB06775	CHEBI	71028	drugbank
DB06775	CHEBML	CHEMBL1201780	drugbank
DB06776	CHEBML	CHEMBL1201457	drugbank
DB06777	CHEBI	16755	chebi
DB06777	CHEBI	16755	drugbank
DB06777	CHEBML	CHEMBL240597	drugbank
DB06778	CHEBI	23414	drugbank
DB06778	CHEBML	CHEMBL604	drugbank
DB06780	CHEBI	34671	drugbank
DB06780	CHEBML	CHEMBL1200542	drugbank
DB06781	CHEBI	31485	drugbank
DB06781	CHEBML	CHEMBL1201749	drugbank
DB06782	CHEBI	64198	chebi
DB06782	CHEBI	64198	drugbank
DB06782	CHEBML	CHEMBL1597	drugbank
DB06783	CHEBI	30069	drugbank
DB06784	CHEBI	31645	drugbank
DB06784	CHEBML	CHEMBL1200994	drugbank
DB06785	CHEBI	135910	drugbank
DB06785	CHEBML	CHEMBL1251	drugbank
DB06786	CHEBI	31663	drugbank
DB06786	CHEBML	CHEMBL1200845	drugbank
DB06787	CHEBI	5707	drugbank
DB06787	CHEBML	CHEMBL1201325	drugbank
DB06788	CHEBI	63530	drugbank
DB06788	CHEBML	CHEMBL1201255	drugbank
DB06789	CHEBI	5812	drugbank
DB06789	CHEBML	CHEMBL1200848	drugbank
DB06791	CHEBML	CHEMBL1201185	drugbank
DB06792	CHEBML	CHEMBL2096647	drugbank
DB06793	CHEBI	51174	drugbank
DB06793	CHEBML	CHEMBL1738990	drugbank
DB06794	CHEBI	135333	drugbank
DB06794	CHEBML	CHEMBL1201266	drugbank
DB06795	CHEBI	6633	drugbank
DB06795	CHEBML	CHEMBL419	drugbank
DB06797	CHEBI	31804	drugbank
DB06797	CHEBML	CHEMBL1200922	drugbank
DB06799	CHEBI	6824	drugbank
DB06799	CHEBML	CHEMBL1201270	drugbank
DB06800	CHEBML	CHEMBL1186579	drugbank
DB06801	CHEBI	84309	drugbank
DB06801	CHEBML	CHEMBL1570482	drugbank
DB06802	CHEBI	75922	chebi
DB06802	CHEBI	75922	drugbank
DB06802	CHEBML	CHEMBL1021	drugbank
DB06803	CHEBI	7553	drugbank
DB06803	CHEBML	CHEMBL1448	drugbank
DB06804	CHEBI	53775	drugbank
DB06804	CHEBML	CHEMBL1410	drugbank
DB06807	CHEBI	114203	drugbank
DB06807	CHEBML	CHEMBL1200868	drugbank
DB06809	CHEBI	125354	chebi
DB06809	CHEBI	125354	drugbank
DB06809	CHEBML	CHEMBL18442	drugbank
DB06810	CHEBI	31856	chebi
DB06810	CHEBI	31856	drugbank
DB06810	CHEBML	CHEMBL1237054	drugbank
DB06811	CHEBI	46859	drugbank
DB06811	CHEBML	CHEMBL1231723	drugbank
DB06812	CHEBI	8347	drugbank
DB06812	CHEBML	CHEMBL1201724	drugbank
DB06813	CHEBI	71223	drugbank
DB06813	CHEBML	CHEMBL1201746	drugbank
DB06814	CHEBI	135413	drugbank
DB06814	CHEBML	CHEMBL1201273	drugbank
DB06815	CHEBI	36584	drugbank
DB06815	CHEBML	CHEMBL1356238	drugbank
DB06816	CHEBI	8687	drugbank
DB06816	CHEBML	CHEMBL1201303	drugbank
DB06817	CHEBML	CHEMBL254316	drugbank
DB06819	CHEBI	41500	drugbank
DB06819	CHEBML	CHEMBL1469	drugbank
DB06820	CHEBI	77776	drugbank
DB06820	CHEBML	CHEMBL1221	drugbank
DB06821	CHEBI	53727	drugbank
DB06821	CHEBML	CHEMBL1200359	drugbank
DB06823	CHEBI	32229	drugbank
DB06823	CHEBML	CHEMBL1314	drugbank
DB06824	CHEBI	39501	drugbank
DB06824	CHEBML	CHEMBL609	drugbank
DB06825	CHEBI	63633	drugbank
DB06825	CHEBML	CHEMBL1201334	drugbank
DB06826	CHEBI	39455	drugbank
DB06826	CHEBML	CHEMBL1201407	drugbank
DB06827	CHEBI	15782	drugbank
DB06827	CHEBML	CHEMBL3085436	drugbank
DB06829	CHEBML	CHEMBL243940	drugbank
DB06830	CHEBML	CHEMBL55264	drugbank
DB06831	CHEBML	CHEMBL1213083	drugbank
DB06832	CHEBML	CHEMBL450940	drugbank
DB06833	CHEBML	CHEMBL478524	drugbank
DB06834	CHEBML	CHEMBL1229525	drugbank
DB06836	CHEBML	CHEMBL1229535	drugbank
DB06837	CHEBML	CHEMBL8943	drugbank
DB06838	CHEBI	49339	drugbank
DB06838	CHEBML	CHEMBL51969	drugbank
DB06842	CHEBML	CHEMBL1229585	drugbank
DB06847	CHEBML	CHEMBL573306	drugbank
DB06851	CHEBML	CHEMBL264669	drugbank
DB06852	CHEBML	CHEMBL377312	drugbank
DB06855	CHEBML	CHEMBL62836	drugbank
DB06857	CHEBML	CHEMBL62897	drugbank
DB06859	CHEBML	CHEMBL123440	drugbank
DB06860	CHEBML	CHEMBL1229651	drugbank
DB06864	CHEBI	39564	chebi
DB06864	CHEBI	39564	drugbank
DB06867	CHEBI	39576	chebi
DB06867	CHEBI	39576	drugbank
DB06868	CHEBML	CHEMBL1229677	drugbank
DB06869	CHEBML	CHEMBL42039	drugbank
DB06873	CHEBI	39579	drugbank
DB06873	CHEBML	CHEMBL277577	drugbank
DB06874	CHEBML	CHEMBL87647	drugbank
DB06875	CHEBML	CHEMBL192154	drugbank
DB06876	CHEBI	39634	chebi
DB06876	CHEBI	39634	drugbank
DB06877	CHEBML	CHEMBL219841	drugbank
DB06878	CHEBML	CHEMBL1198130	drugbank
DB06880	CHEBI	39637	chebi
DB06880	CHEBI	39637	drugbank
DB06882	CHEBML	CHEMBL522387	drugbank
DB06883	CHEBML	CHEMBL87580	drugbank
DB06887	CHEBML	CHEMBL203517	drugbank
DB06889	CHEBML	CHEMBL1213446	drugbank
DB06891	CHEBML	CHEMBL71611	drugbank
DB06893	CHEBML	CHEMBL1208302	drugbank
DB06894	CHEBI	28878	chebi
DB06894	CHEBI	28878	drugbank
DB06894	CHEBML	CHEMBL24722	drugbank
DB06896	CHEBML	CHEMBL509101	drugbank
DB06897	CHEBML	CHEMBL490814	drugbank
DB06902	CHEBI	35092	drugbank
DB06902	CHEBML	CHEMBL194805	drugbank
DB06906	CHEBI	39721	drugbank
DB06907	CHEBML	CHEMBL1229789	drugbank
DB06909	CHEBML	CHEMBL521203	drugbank
DB06910	CHEBML	CHEMBL284314	drugbank
DB06911	CHEBML	CHEMBL1229801	drugbank
DB06914	CHEBML	CHEMBL495072	drugbank
DB06916	CHEBML	CHEMBL376632	drugbank
DB06917	CHEBML	CHEMBL563196	drugbank
DB06919	CHEBML	CHEMBL321130	drugbank
DB06920	CHEBI	140420	chebi
DB06920	CHEBI	140420	drugbank
DB06920	CHEBML	CHEMBL476186	drugbank
DB06922	CHEBI	92659	drugbank
DB06922	CHEBML	CHEMBL405886	drugbank
DB06924	CHEBML	CHEMBL407567	drugbank
DB06925	CHEBML	CHEMBL385937	drugbank
DB06926	CHEBI	34154	drugbank
DB06926	CHEBML	CHEMBL451721	drugbank
DB06927	CHEBML	CHEMBL184151	drugbank
DB06929	CHEBML	CHEMBL1198191	drugbank
DB06930	CHEBML	CHEMBL217068	drugbank
DB06931	CHEBML	CHEMBL110971	drugbank
DB06932	CHEBML	CHEMBL235157	drugbank
DB06933	CHEBML	CHEMBL250409	drugbank
DB06935	CHEBML	CHEMBL122055	drugbank
DB06936	CHEBML	CHEMBL1229851	drugbank
DB06937	CHEBML	CHEMBL360410	drugbank
DB06938	CHEBML	CHEMBL394826	drugbank
DB06939	CHEBML	CHEMBL1229855	drugbank
DB06940	CHEBML	CHEMBL252128	drugbank
DB06942	CHEBML	CHEMBL1198147	drugbank
DB06943	CHEBML	CHEMBL243024	drugbank
DB06944	CHEBML	CHEMBL115220	drugbank
DB06945	CHEBML	CHEMBL1229868	drugbank
DB06947	CHEBML	CHEMBL1198148	drugbank
DB06948	CHEBML	CHEMBL122264	drugbank
DB06949	CHEBML	CHEMBL492513	drugbank
DB06950	CHEBML	CHEMBL474024	drugbank
DB06954	CHEBML	CHEMBL476937	drugbank
DB06955	CHEBI	59196	drugbank
DB06956	CHEBML	CHEMBL200469	drugbank
DB06957	CHEBML	CHEMBL208239	drugbank
DB06958	CHEBML	CHEMBL207701	drugbank
DB06961	CHEBML	CHEMBL398346	drugbank
DB06962	CHEBML	CHEMBL255590	drugbank
DB06964	CHEBML	CHEMBL252124	drugbank
DB06968	CHEBML	CHEMBL1229947	drugbank
DB06969	CHEBML	CHEMBL563327	drugbank
DB06970	CHEBML	CHEMBL329363	drugbank
DB06971	CHEBML	CHEMBL200435	drugbank
DB06972	CHEBML	CHEMBL232942	drugbank
DB06973	CHEBI	33216	chebi
DB06973	CHEBI	33216	drugbank
DB06973	CHEBML	CHEMBL418971	drugbank
DB06974	CHEBML	CHEMBL255134	drugbank
DB06976	CHEBML	CHEMBL359020	drugbank
DB06978	CHEBML	CHEMBL492514	drugbank
DB06983	CHEBML	CHEMBL400520	drugbank
DB06985	CHEBML	CHEMBL1230001	drugbank
DB06986	CHEBML	CHEMBL386015	drugbank
