chembl_id,pref_name,chebi_id
CHEMBL1202032,DEPYRROLO PERGOLIDE,
CHEMBL1202059,DEPYRROLO AGROCLAVINE,
CHEMBL1202348,FAMIRAPRINIUM CHLORIDE,
CHEMBL1202383,PROSOPILOSIDINE,
CHEMBL1202432,OXYMORPHONE SEMICARBAZONE HYDROCHLORIDE,
CHEMBL1202793,SARDOMOZIDE CHLORIDE,
CHEMBL1203104,MEDROXALOL HYDROCHLORIDE,
CHEMBL1203217,CARMETHIZOLE HYDROCHLORIDE,
CHEMBL1203765,INDORENATE HYDROCHLORIDE,
CHEMBL1203772,,73759
CHEMBL1203928,PRODIGIOSIN5,
CHEMBL1203947,TETRADECANEDIIMIDIC ACID DIETHYL ESTER DIHYDROCHLORIDE,
CHEMBL1203969,DIMEFLINE HYDROCHLORIDE,31495
CHEMBL1204016,DIBROMOHYDROXYPHAKELLIN HYDROCHLORIDE,
CHEMBL1204111,LEVOMETHORPHAN HYDROBROMIDE,
CHEMBL1204135,SEZOLAMIDE HYDROCHLORIDE,
CHEMBL1204146,PHENTOLAMINE HYDROCHLORIDE,
CHEMBL1204165,DILEVALOL HYDROCHLORIDE,
CHEMBL1204187,GEPIRONE HYDROCHLORIDE,
CHEMBL1204189,TIOSPIRONE HYDROCHLORIDE,
CHEMBL1204211,PIRMENOL HYDROCHLORIDE,
CHEMBL1204337,NYLIDRIN HYDROCHLORIDE,
CHEMBL1204338,DAZEPINIL HYDROCHLORIDE,
CHEMBL1204628,,43000
CHEMBL1204644,FOSFOCREATINE,17287
CHEMBL1204686,CLOMOXIR,
CHEMBL1204948,FUREGRELATE,
CHEMBL1205006,,52084
CHEMBL1205178,,87193
CHEMBL1205196,EOSIN B,
CHEMBL1205337,,80766
CHEMBL1205402,OXI-4503,
CHEMBL1205405,CAMPHORIC ACID,
CHEMBL1205452,,44460
CHEMBL1205532,EPROVAFEN,
CHEMBL1205545,,29211
CHEMBL1205554,MENAPHTHYL SULFONATE,
CHEMBL1205948,,45564
CHEMBL1205969,,33404
CHEMBL1206015,ALIZARIN RED,40863
CHEMBL1206050,DISUFENTON,
CHEMBL1206059,,64023
CHEMBL1206142,,68591
CHEMBL1206144,,68594
CHEMBL1206191,,76098
CHEMBL1206211,,33917
CHEMBL1206232,FOSBRETABULIN,
CHEMBL1206239,,17713
CHEMBL1206243,,15652
CHEMBL1206245,BRICICLIB,
CHEMBL1206371,,16034
CHEMBL1206440,CYCLAMIC ACID,15964
CHEMBL1206690,PARECOXIB,73038
CHEMBL1206833,IRALUKAST,
CHEMBL1206869,,41070
CHEMBL1207358,OROTIDINE MONOPHOSPHATE,15842
CHEMBL1207366,GW468816,
CHEMBL1207374,,17202
CHEMBL1207444,SEMDURAMICIN,
CHEMBL1207518,,87389
CHEMBL1207579,MINOCROMIL,
CHEMBL1207607,TETRAPHENYLPORPHINE TETRASULFONIC ACID,
CHEMBL1207745,BERAPROST,
CHEMBL1207831,,72304
CHEMBL1207868,TOXIUSOL,
CHEMBL1207907,AURICLOSENE,
CHEMBL1207917,,72308
CHEMBL1207957,,17730
CHEMBL1207963,,72310
CHEMBL1207978,,71328
CHEMBL1207991,CARBONOTRITHIOIC ACID,36967
CHEMBL1208017,CHOLATE,
CHEMBL1208023,STOLONOXIDE A,
CHEMBL1208027,XESTOQUINOL SULFATE,
CHEMBL1208029,STOLONOXIDE B,
CHEMBL1208155,ELAGOLIX,
CHEMBL1208163,,29268
CHEMBL1208164,,72477
CHEMBL1208214,,68598
CHEMBL1208257,DEOXYCHOLATE,
CHEMBL1208264,ARTELINIC ACID,
CHEMBL1208308,,39422
CHEMBL1208309,,43043
CHEMBL1208321,,83121
CHEMBL1208322,,83122
CHEMBL1208358,,83061
CHEMBL1208422,ROSE BENGAL,87202
CHEMBL1208572,SALINOMYCIN,80025
CHEMBL1208633,,84040
CHEMBL1208640,FODIPIR,
CHEMBL1208642,THIOSULFURIC ACID,29279
CHEMBL1208644,,7770
CHEMBL1208646,THEOPHYLLINE GLYCINATE,
CHEMBL1208829,ITX-5061,
CHEMBL1208858,CALMIDAZOLIUM CHLORIDE,
CHEMBL1208903,ISOGINKGETIN,79087
CHEMBL1208904,HEVEAFLAVONE,
CHEMBL1208973,CUPRESSUFLAVONE,3960
CHEMBL1208974,SALACINOL,
CHEMBL1209027,SALAPRINOL,
CHEMBL1209457,CORYTERNATINE A,
CHEMBL1209490,DAPHNESIDE,
CHEMBL1209491,DAPHNORIN,
CHEMBL1209535,CORYTERNATINE B,
CHEMBL1209536,CORYTERNATINE C,
CHEMBL1209607,DEMETHYLCORYDALMINE,
CHEMBL1209608,CORYDALMINE,
CHEMBL1209648,,38420
CHEMBL1209651,TETRAMETHYLAMMONIUM,7070
CHEMBL1209678,CHEILANTHIFOLINE,
CHEMBL1209688,PETIOLIN J,
CHEMBL1209689,PETIOLIN K,
CHEMBL1209714,HEMICHOLINIUM DIBROMIDE,
CHEMBL1209734,BMS-986094,
CHEMBL1209769,PETIOLIN L,
CHEMBL1209770,PETIOLIN M,
CHEMBL1209803,MORRONISIDE,80852
CHEMBL1209808,BETA-2'-C-METHYL-6-O-METHYL GUANOSINE,
CHEMBL1209848,CALMIDAZOLIUM,
CHEMBL1209874,ACANKOREOSIDE M,
CHEMBL1209875,ACANKOREOSIDE N,
CHEMBL1209876,ACANKOREOSIDE I,
CHEMBL1209879,ACANKOREOSIDE F,
CHEMBL1209881,ACANKOREOSIDE O,
CHEMBL1209882,ACANKOREOSIDES J,
CHEMBL1209883,ACANKOREOSIDE K,
CHEMBL1209884,ACANKOREOSIDE L,
CHEMBL1209885,DYNASORE,
CHEMBL1210086,BUTROXYDIM,81901
CHEMBL1210424,MYCOSPORINE SERINOL,7039
CHEMBL1210427,XANTHODERMINE,
CHEMBL1210512,CERATINADIN A,
CHEMBL1210513,CERATINADIN B,
CHEMBL1210514,CERATINADIN C,
CHEMBL1210710,SB-399885,
CHEMBL1210740,,78683
CHEMBL1210937,BUCHTIENINE,
CHEMBL1210954,BALOFLOXACIN,
CHEMBL1212972,NANAOMYCIN,
CHEMBL1212977,TERAIODOPHENOLPHATHALIN,
CHEMBL1212979,,12060
CHEMBL1212995,TUBULYSIN B,80035
CHEMBL1212997,SOLANINE,
CHEMBL1212998,STRIATIN E,
CHEMBL1213000,CRYTOSPORIOPSIN,
CHEMBL1213002,CRASSIN,
CHEMBL1213003,FASTIGILIIN B,4982
CHEMBL1213009,OXAPROTILINE,
CHEMBL1213010,Z-PSDP,15442
CHEMBL1213015,,36575
CHEMBL1213033,APRINDINE,
CHEMBL1213042,(PHENETHYLAMINO)METHYLENEDIPHOSPHONIC ACID,
CHEMBL1213044,ETHOXYAMINE,
CHEMBL1213082,,90686
CHEMBL1213135,ERGONOVINE MALEATE,31554
CHEMBL1213136,PILOCARPINE NITRATE,
CHEMBL1213139,PHENACYLAMINE HYDROCHLORIDE,
CHEMBL1213164,ALAREMYCIN,
CHEMBL1213165,DOLUTEGRAVIR SODIUM,76007
CHEMBL1213178,ALLOPURINOL RIBOSIDE,
CHEMBL1213250,CEFTOLOZANE SULFATE,
CHEMBL1213251,CLOBENZOREX,
CHEMBL1213252,CLORAZEPIC ACID,3761
CHEMBL1213255,AMINOOXYETHOXYETHOXYETHYLHYDROXYLAMINE,
CHEMBL1213256,AMINOOXYPHENYLPROPIONATE,
CHEMBL1213257,AMOPYROQUINE,
CHEMBL1213271,"2-AMINO-1-METHYL-6- PHENYLIMIDAZO[4,5- B]PYRIDINE",76290
CHEMBL1213283,NEMONOXACIN MALIC ACID,
CHEMBL1213284,COMPOUND A,
CHEMBL1213327,COENZYME_A,15346
CHEMBL1213331,DENTIGERUMYCIN,
CHEMBL1213351,PROPOXYPHENE,51173
CHEMBL1213352,PINAZEPAM,
CHEMBL1213353,PRIFINIUM BROMIDE,32052
CHEMBL1213365,TESICAM,
CHEMBL1213378,CROTONYL COENZYME A,
CHEMBL1213394,ISOSTRYCHNOFOLINE,
CHEMBL1213397,MANNOIMIDAZOLE,
CHEMBL1213420,DROXICAM,76133
CHEMBL1213456,NEMONOXACIN,
CHEMBL1213459,DEPUDECIN,
CHEMBL1213460,ETHYL LOFLAZEPATE,
CHEMBL1213467,TETRAHYDROOXAZINE,
CHEMBL1213475,,20392
CHEMBL1213478,,17477
CHEMBL1213480,(S)-FTY720P,
CHEMBL1213492,Givinostat,
CHEMBL1213507,SODIUM HEXADECYL SULFATE,
CHEMBL1213510,PURFALCAMINE,
CHEMBL1213528,CROTONIC ACID,41131
CHEMBL1213529,ACRYLIC ACID,18308
CHEMBL1213530,PROPIOLIC ACID ,33199
CHEMBL1213531,METHACRYLIC ACID,25219
CHEMBL1213537,HUMAN NEUTROPHIL DEFENSIN 1,
CHEMBL1213539,NILTUBACIN,
CHEMBL1213553,CHLORPROGUANIL,
CHEMBL1213583,GESTODENE,
CHEMBL1213592,CLOCIGUANIL,
CHEMBL1213633,METHOXYAMINE,
CHEMBL1213646,CALCDPWW,
CHEMBL1213783,TAMOXIFEN METHYL IODIDE,
CHEMBL1213784,TAMOXIFEN ETHYL BROMIDE,
CHEMBL1213785,TAMOXIFEN ISOPROPYL BROMIDE,
CHEMBL1213786,TAMOXIFEN BUTYL BROMIDE,
CHEMBL1213807,TETRADEHYDROLONGICAUDATINE,
CHEMBL1213809,THIOLACTOMYCIN 10,
CHEMBL1213810,THIOLACTOMYCIN 11,
CHEMBL1213811,THIOLACTOMYCIN 2,
CHEMBL1213848,TAMOXIFEN PROPYL BROMIDE,
CHEMBL1213865,THIOLACTOMYCIN 3,
CHEMBL1213866,THIOLACTOMYCIN 4,
CHEMBL1213867,THIOLACTOMYCIN 5,
CHEMBL1213868,THIOLACTOMYCIN 6,
CHEMBL1213869,THIOLACTOMYCIN 7,
CHEMBL1213870,THIOLACTOMYCIN 8,
CHEMBL1213875,AESCULTITANNIN B,
CHEMBL1213876,CINNAMTANNIN D1,69305
CHEMBL1213878,,69306
CHEMBL1213954,(S)-ENASTRON,
CHEMBL1213955,(S)-DIMETHYLENASTRON,
CHEMBL1214088,MYCENAAURIN A,
CHEMBL1214124,PERAMPANEL,71013
CHEMBL1214173,,61324
CHEMBL1214185,ROXITHROMYCIN,48935
CHEMBL1214186,SINEFUNGIN,45453
CHEMBL1214187,TROVAFLOXACIN1,
CHEMBL1214188,TROVAFLOXACIN10,
CHEMBL1214189,TROVAFLOXACIN11,
CHEMBL1214190,TROVAFLOXACIN2,
CHEMBL1214192,BEMEGRIDE,
CHEMBL1214193,,30348
CHEMBL1214195,,53510
CHEMBL1214244,TROVAFLOXACIN3,
CHEMBL1214245,TROVAFLOXACIN6,
CHEMBL1214277,PURPURONE,
CHEMBL1214278,BACULIFERIN A,
CHEMBL1214279,BACULIFERIN B,
CHEMBL1214280,BACULIFERIN C,
CHEMBL1214281,BACULIFERIN D,
CHEMBL1214282,BACULIFERIN E,
CHEMBL1214283,BACULIFERIN F,
CHEMBL1214284,BACULIFERIN G,
CHEMBL1214285,BACULIFERIN H,
CHEMBL1214286,BACULIFERIN I,
CHEMBL1214287,BACULIFERIN J,
CHEMBL1214288,BACULIFERIN K,
CHEMBL1214289,BACULIFERIN L,
CHEMBL1214290,BACULIFERIN M,
CHEMBL1214291,BACULIFERIN N,
CHEMBL1214313,STRYCHNOPHYLLINE,
CHEMBL1214314,TROVAFLOXACIN7,
CHEMBL1214315,TROVAFLOXACIN8,
CHEMBL1214316,TROVAFLOXACIN9,
CHEMBL1214354,BACULIFERIN O,
CHEMBL1214355,NINGALIN A,
CHEMBL1214365,3-KETOADOCIAQUINONE A,
CHEMBL1214422,3-KETOADOCIAQUINONE B,
CHEMBL1214423,TETRAHYDROHALENAQUINONE A,
CHEMBL1214424,XESTOSAPROL C METHYLACETAL,
CHEMBL1214432,USAMBARINE,9911
CHEMBL1214433,ISOQUINUCLIDINE,
CHEMBL1214453,PANDAROSIDE E,
CHEMBL1214454,PANDAROSIDE F,
CHEMBL1214455,PANDAROSIDE G,
CHEMBL1214456,PANDAROSIDE H,
CHEMBL1214457,PANDAROSIDE I,
CHEMBL1214458,PANDAROSIDE J,
CHEMBL1214459,METHYL ESTER PANDAROSIDE E,
CHEMBL1214460,METHYL ESTER PANDAROSIDE F,
CHEMBL1214461,METHYL ESTER PANDAROSIDE G,
CHEMBL1214462,METHYL ESTER PANDAROSIDE H,
CHEMBL1214463,METHYL ESTER PANDAROSIDE I,
CHEMBL1214464,METHYL ESTER PANDAROSIDE J,
CHEMBL1214486,ORHALQUINONE,
CHEMBL1214512,PANDAROSIDE A,
CHEMBL1214513,PANDAROSIDE B,
CHEMBL1214514,PANDAROSIDE C,
CHEMBL1214515,PANDAROSIDE D,
CHEMBL1214516,METHYL ESTER PANDAROSIDE A,
CHEMBL1214517,METHYL ESTER PANDAROSIDE C,
CHEMBL1214518,METHYL ESTER PANDAROSIDE D,
CHEMBL1214598,UMIFENOVIR,
CHEMBL1214599,ANHYDROTETRACYCLINE,17146
CHEMBL1214643,[11C]TARIQUIDAR,
CHEMBL1214684,EPOXYAZADIRADIONE,67285
CHEMBL1214705,PUNICEASIDE B,
CHEMBL1214706,swertiabisxanthone I,
CHEMBL1214726,AMINOMETHYL(HYDROXYMETHYL)PHOSPHINIC ACID,
CHEMBL1214727,HYDROXYMETHYL((METHYLAMINO)METHYL)PHOSPHINIC ACID,
CHEMBL1214728,(DIMETHYLAMINO)METHYL(HYDROXYMETHYL)PHOSPHINIC ACID,
CHEMBL1214755,DESMETHYLLIMOCIN B,
CHEMBL1214756,SPICATIN,
CHEMBL1214757,NEEMFRUITIN A,
CHEMBL1214758,NEEMFRUITIN B,
CHEMBL1214800,BENZOYLAMINOMETHYL(HYDROXYMETHYL)PHOSPHINIC ACID,
CHEMBL1214827,ONALESPIB,
CHEMBL1215028,HEXYLHYDROCAFFEATE,
CHEMBL1215040,LINOCINNAMARIN,
CHEMBL1215096,CAFFEOYLHEXYLAMIDE,
CHEMBL1215097,FERULOYLHEXYLAMIDE,
CHEMBL1215098,HEXYLFERULATE,
CHEMBL1215099,HYDROCAFFEOYLHEXYLAMIDE,
CHEMBL1215106,,16279
CHEMBL1215107,CIPADESIN J,
CHEMBL1215108,CIPADESIN K,
CHEMBL1215109,CIPADESIN L,
CHEMBL1215110,CIPADESIN M,
CHEMBL1215111,CIPADESIN N,
CHEMBL1215112,CIPADESIN O,
CHEMBL1215113,CIPADESIN P,
CHEMBL1215114,CIPADESIN Q,
CHEMBL1215172,HYDROFERULOYLHEXYLAMIDE,
CHEMBL1215350,SCHISANDILACTONE A,
CHEMBL1215351,SCHISANDILACTONE B,
CHEMBL1215352,SCHISANDILACTONE C,
CHEMBL1215353,SCHISANDILACTONE D,
CHEMBL1215354,SCHISANDILACTONE E,
CHEMBL1215355,SCHISANDILACTONE F,
CHEMBL1215356,SCHISANDILACTONE G,
CHEMBL1215357,SCHISANDILACTONE H,
CHEMBL1215358,SCHISANDILACTONE I,
CHEMBL1215359,SCHISANDILACTONE J,
CHEMBL1215387,BULGARIALACTONE A,
CHEMBL1215388,BULGARIALACTONE B,
CHEMBL1215389,BULGARIALACTONE D,
CHEMBL1215427,GARCIMULTIFLORONE D,
CHEMBL1215429,GARCIMULTIFLORONE E,
CHEMBL1215430,GARCIMULTIFLORONE F,
CHEMBL1215431,ISOGARCIMULTIFLORONE F,
CHEMBL1215433,MORELLOFLAVONE,
CHEMBL1215434,PHYSALIN F,69019
CHEMBL1215435,OXYTROPISOFLAVAN A,
CHEMBL1215436,OXYTROPISOFLAVAN B,
CHEMBL1215462,ANKAFLAVIN,
CHEMBL1215463,MONASCIN,82621
CHEMBL1215464,MONASCORUBRIN,
CHEMBL1215465,RUBROPUNCTATIN,
CHEMBL1215529,6-AMINOFLAVONE,
CHEMBL1215661,PRUVANSERIN,
CHEMBL1215686,LAXIRACEMOSIN A,
CHEMBL1215687,LAXIRACEMOSIN B,
CHEMBL1215688,LAXIRACEMOSIN D,
CHEMBL1215751,LAXIRACEMOSIN E,
CHEMBL1215752,LAXIRACEMOSIN F,
CHEMBL1215753,AZADIRONE,76293
CHEMBL1215754,AZADIRADIONE,67280
CHEMBL1215858,HOIAMIDE A,
CHEMBL1215859,HOIAMIDE B,
CHEMBL1215860,HOIAMIDE C,
CHEMBL1215869,PHYTANIC ACID,
CHEMBL1215870,NOCAPYRONE A,
CHEMBL1215876,NOCAPYRONE B,
CHEMBL1215878,PENIMIDE A,
CHEMBL1215923,BIMOSIAMOSE,
CHEMBL1215987,DEBILISONE A,
CHEMBL1215988,DEBILISONE B,
CHEMBL1215989,DEBILISONE C,
CHEMBL1215990,DEBILISONE D,
CHEMBL1215995,DEBILISONE E,
CHEMBL1215996,DEBILISONE F,
CHEMBL1215998,SACCOPETRINA,
CHEMBL1215999,EUCAPSITRIONE,
CHEMBL1221447,MARINEOSIN A,66676
CHEMBL1221472,EXIGUAMINE A HYDROCHLORIDE,
CHEMBL1221412,EXIGUAMINE B,
CHEMBL1221477,,74053
CHEMBL1221479,,74067
CHEMBL1221517,CYTOSPORONE B,
CHEMBL1221518,,75004
CHEMBL1221519,,74883
CHEMBL1221552,PERSYNTHAMIDE,
CHEMBL1221570,,73506
CHEMBL1221573,GERANYLGERANYLPHOSPHATE,
CHEMBL1221577,NORSELIC ACID A,
CHEMBL1221600,BISTRAMIDE A,
CHEMBL1221610,,75021
CHEMBL1221615,,73901
CHEMBL1221617,,73891
CHEMBL1221620,,74388
CHEMBL1221622,biotin-geranylpyrophosphate,
CHEMBL1221624,NORSELIC ACID B,
CHEMBL1221625,NORSELIC ACI C,
CHEMBL1221665,,73805
CHEMBL1221666,,73806
CHEMBL1221668,,73888
CHEMBL1221414,NORSELIC ACID D,
CHEMBL1221672,NORSELIC ACID E,
CHEMBL1221692,YERSINIABACTIN,29707
CHEMBL1221711,,73905
CHEMBL1221713,,73897
CHEMBL1221715,,6418
CHEMBL1221716,ALANYL-dl-LEUCINE,
CHEMBL1221722,,75813
CHEMBL1221777,,73902
CHEMBL1221816,ACETYL CERAMIDE,
CHEMBL1221830,,73899
CHEMBL1221834,,74757
CHEMBL1221841,,21555
CHEMBL1221863,MONTANINE,
CHEMBL1221864,CRININE,31437
CHEMBL1221865,CRINAMINE,
CHEMBL1221888,,78812
CHEMBL1221889,,78821
CHEMBL1221891,,73330
CHEMBL1221896,,74861
CHEMBL1221898,,73652
CHEMBL1221899,,74860
CHEMBL1221911,LACTIMIDOMYCIN,
CHEMBL1221912,ISOMIGRASTATIN,80125
CHEMBL1221925,,86374
CHEMBL1221941,ETHYL PIPERAZINOACETATE,
CHEMBL1221951,,74824
CHEMBL1221954,,74808
CHEMBL1221965,DORRIGOCIN B,
CHEMBL1221966,PATEAMINE A,
CHEMBL1221973,HOMOLYCORINE,
CHEMBL1221984,PURMORPHAMINE,63053
CHEMBL1221986,WITHAFERIN A,
CHEMBL1221987,PENTAKETIDE,
CHEMBL1221990,PHENOXYACETYL LACTIVICIN,
CHEMBL1221998,,74719
CHEMBL1221999,,73638
CHEMBL1222009,,28702
CHEMBL1222014,2H LACTIMIDOMYCIN K,
CHEMBL1222015,DIDEHYDRO ISOMIGRASTATIN,
CHEMBL1222017,TRIACETYLCHITOTRIOSE,71404
CHEMBL1222037,WITHANOLIDE,
CHEMBL1222038,SECRAMINE A,
CHEMBL1222039,SECRAMINE B,
CHEMBL1222040,SECRAMINE C,
CHEMBL1222044,CYCLAPOLIN 1,
CHEMBL1222055,,74702
CHEMBL1222059,,21374
CHEMBL1222121,IONOMYCIN CALCIUM,
CHEMBL1222122,,68448
CHEMBL1222150,CYCLAPOLIN 10,
CHEMBL1222152,D-ALLOSE,4093
CHEMBL1222155,,73579
CHEMBL1222156,,73567
CHEMBL1222158,,73529
CHEMBL1222161,,74394
CHEMBL1222162,,74699
CHEMBL1222164,,73613
CHEMBL1222165,,74707
CHEMBL1222167,,3146
CHEMBL1222248,,82838
CHEMBL1222249,D-ARABINOSE,46994
CHEMBL1222250,DEXTROSE,4167
CHEMBL1222251,INOSITOL,17268
CHEMBL1222256,ETHYL OCTYLFLUOROPHOSPHONATE,
CHEMBL1222258,,6414
CHEMBL1222260,,73584
CHEMBL1222262,,73565
CHEMBL1222264,,74703
CHEMBL1222265,,74705
CHEMBL1222267,,73454
CHEMBL1222310,SARAFOTOXIN S6B,
CHEMBL1222314,THIOPHENE CARBOXYLIC ACID,71241
CHEMBL1222319,,82622
CHEMBL1222322,,74540
CHEMBL1222324,,74528
CHEMBL1222329,,73445
CHEMBL1222350,KAEMPFEROL DIACYL RHAMNOSIDE,
CHEMBL1222392,,73928
CHEMBL1222398,TRYPTOPHANOL,
CHEMBL1222498,PROPANIL,34936
CHEMBL1223066,DINITRAMINE,81959
CHEMBL1223099,BERBERRUBINE CHLORIDE,
CHEMBL1223140,,82032
CHEMBL1223331,BROMOCONDURITOL,
CHEMBL1223332,EUROABIENOL,
CHEMBL1223570,BRETSCHNEIDERAZINE A,
CHEMBL1223571,BRETSCHNEIDERAZINE B,
CHEMBL1223572,BRETSCHNEIDEROSIDE A,
CHEMBL1223582,GLYCYBENZOFURAN,
CHEMBL1223627,NEGOMBATOPEROXIDE A,
CHEMBL1223628,NEGOMBATOPEROXIDE B,
CHEMBL1223629,NEGOMBATOPEROXIDE C/D,
CHEMBL1223634,BRETSCHNEIDEROSIDE B,
CHEMBL1223635,BRETSCHNEIDEROSIDE C,
CHEMBL1223641,GLISOFLAVONE,
CHEMBL1223642,GLYCYCOUMARIN,69087
CHEMBL1223670,BUTYL GANODERATE B,
CHEMBL1223693,NEGOMBATODIOL,
CHEMBL1223694,NEGOMBATOLACTONE,
CHEMBL1223734,LYNGBYALOSIDE,
CHEMBL1223738,27-DEOXYLYNGBYABELLIN A,
CHEMBL1223739,LYNGBYABELLIN J,
CHEMBL1223740,CRYPTOCHINONE A,
CHEMBL1223741,CRYPTOCHINONE B,
CHEMBL1223742,7-O-METHYLCRYPTOCHINONE A,
CHEMBL1223743,7-O-METHYLCRYPTOCHINONE B,
CHEMBL1223794,INFECTOCARYONE,
CHEMBL1223795,CRYPTOCARYANONE A,
CHEMBL1223947,SUBVELLEROLACTONES B,
CHEMBL1223948,SUBVELLEROLACTONES D,
CHEMBL1221436,SUBVELLEROLACTONES E,
CHEMBL1223949,5-DESOXYLACTAROLIDE B,
CHEMBL1223950,FURANDIOL,
CHEMBL1223971,NIAZICIN A,
CHEMBL1223972,NIAZININ A,
CHEMBL1224063,LACTARORUFIN A,
CHEMBL1224064,LACTAROLIDE A,
CHEMBL1224207,TRABECTEDIN,
CHEMBL1224250,MANGOSTANOL,
CHEMBL1224332,CUDRAXANTHONE,
CHEMBL1224411,MANGOSTENONE F,
CHEMBL1224412,MANGOSTENONE G,
CHEMBL1224452,DOXANTHINE,
CHEMBL1224511,BAUMIN,
CHEMBL1224512,HISPIDIN,36332
CHEMBL1224528,DIHYDROXIDINE,
CHEMBL1224557,BENZENEMETHANETHIOL,
CHEMBL1224594,EVELYNIN,
CHEMBL1224595,CHANDRANANIMYCIN D,
CHEMBL1224596,PITUCAMYCIN,
CHEMBL1224597,GRIXAZONE B,73548
CHEMBL1224646,CYRTOMINETIN,
CHEMBL1224661,RHABDASTIN A,
CHEMBL1224662,RHABDASTIN B,
CHEMBL1224726,RHABDASTIN C,
CHEMBL1224727,RHABDASTIN D,
CHEMBL1224728,RHABDASTIN E,
CHEMBL1224729,RHABDASTIN G,
CHEMBL1224730,RHABDASTIN D DIACETATE,
CHEMBL1224731,ANGUDRACANOSIDE A,
CHEMBL1224732,ANGUDRACANOSIDE B,
CHEMBL1224733,ANGUDRACANOSIDE C,
CHEMBL1224734,ANGUDRACANOSIDE D,
CHEMBL1224735,ANGUDRACANOSIDE E,
CHEMBL1224736,ANGUDRACANOSIDE F,
CHEMBL1224740,2'-ACETOXY-GLAUCARUBINONE,
CHEMBL1224742,EXCELSIN,
CHEMBL1224761,EMOROIDOCARPAN,
CHEMBL1224762,PONGAVILLEANINE,
CHEMBL1224763,EPIPERVILLINE,
CHEMBL1224767,TOPSENTINOL L,
CHEMBL1224768,TOPSENTINOL K,
CHEMBL1224769,TOPSENTINOL K TRISULFATE,
CHEMBL1224770,POLASTEROL B,
CHEMBL1224775,CAYLOBOLIDE B,
CHEMBL1224777,CAYLOBOLIDE A,
CHEMBL1224778,LONGIFOLIOSIDES A,
CHEMBL1224779,LONGIFOLIOSIDE B,
CHEMBL1224785,MADOLIN A,
CHEMBL1224786,VOLVALERENAL A,
CHEMBL1224787,VOLVALERENAL B,
CHEMBL1224788,VOLVALERENAL C,
CHEMBL1224789,VOLVALERENAL D,
CHEMBL1224795,VOLVALERENAL E,
CHEMBL1224796,VOLVALERENIC ACID A,
CHEMBL1224797,VOLVALERENIC ACID B,
CHEMBL1224798,VOLVALERENIC ACID C,
CHEMBL1224799,FUSARNAPHTHOQUINONE A,
CHEMBL1224806,9ALPHA-HYDROXYHALOROSELLINIA A,
CHEMBL1224807,BOSTRYCIN,
CHEMBL1224808,AUSTROCORTIRUBIN,
CHEMBL1224809,NIGROSPORIN B,
CHEMBL1224810,JAVANICIN,
CHEMBL1224816,FUSARUBIN,
CHEMBL1224817,ANHYDROFUSARUBIN,
CHEMBL1224857,FUSARNAPHTHOQUINONE B,
CHEMBL1224858,CYLINDROCYCLOPHANE A4,
CHEMBL1224859,CYLINDROCYCLOPHANE A3,
CHEMBL1224860,CYLINDROCYCLOPHANE A2,
CHEMBL1224861,CYLINDROCYCLOPHANE A1,
CHEMBL1224862,CYLINDROCYCLOPHANE C4,
CHEMBL1224863,CYLINDROCYCLOPHANE C2,
CHEMBL1224864,CYLINDROCYCLOPHANE F4,
CHEMBL1224865,CYLINDROCYCLOPHANE AB4,
CHEMBL1224866,CYLINDROCYCLOPHANE A,
CHEMBL1224867,CYLINDROCYCLOPHANE C,
CHEMBL1224868,CYLINDROCYCLOPHANE F,
CHEMBL1224869,VATALBINOSIDE A,
CHEMBL1224871,VATALBINOSIDE C,
CHEMBL1224872,VATALBINOSIDE D,
CHEMBL1224873,VATALBINOSIDE E,
CHEMBL1224875,EPSILON-VINIFERIN,10556
CHEMBL1224877,QUIQUESETINERVIUSIDE A,
CHEMBL1224878,QUIQUESETINERVIUSIDE B,
CHEMBL1224879,QUIQUESETINERVIUSIDE C,
CHEMBL1224880,QUIQUESETINERVIUSIDE D,
CHEMBL1224882,QUIQUESETINERVIUSIN A,
CHEMBL1224883,QUIQUESETINERVIUSIN B,
CHEMBL1224884,QUIQUESETINERVIUSIN C,
CHEMBL1224887,VATICANOL C,
CHEMBL1224888,STENOPHYLLOL C,
CHEMBL1224889,,76139
CHEMBL1224890,VATERIAPHENOL A,
CHEMBL1224892,24-NOR-SPICULOIC ACID B,
CHEMBL1224893,SPICULOIC ACID B,
CHEMBL1224894,SALCOLIN B,67643
CHEMBL1224895,FAROBIN A,
CHEMBL1224896,FAROBIN B,
CHEMBL1224899,ZYGGOMPHIC ACID B,
CHEMBL1224900,27-NOR-ZYGGOMPHIC ACID B,
CHEMBL1224901,22-NOR-ZYGGOMPHIC ACID B,
CHEMBL1224902,"22,27-DINOR-ZYGGOMPHIC ACID B",
CHEMBL1229067,,21354
CHEMBL1229070,,44075
CHEMBL1229073,,55357
CHEMBL1229074,,55392
CHEMBL1229078,,21345
CHEMBL1229081,,55360
CHEMBL1229083,AMINOSERINE,
CHEMBL1229090,,74539
CHEMBL1229093,MITOQUINONE CATION,
CHEMBL1229144,,50601
CHEMBL1229168,,75400
CHEMBL1229195,,85318
CHEMBL1229211,DOLUTEGRAVIR,76010
CHEMBL1229214,PRIFINIUM,
CHEMBL1229250,,13332
CHEMBL1229263,,50655
CHEMBL1229264,,50657
CHEMBL1229266,,48861
CHEMBL1229272,,61322
