mirbase_id	mirbase_name	database	identifier	label
MI0008525	ptr-mir-1306	ENTREZGENE	100316092	MIR1306
MI0008526	ptr-mir-1307	ENTREZGENE	100316520	MIR1307
MI0008527	ptr-mir-130a	ENTREZGENE	100316093	MIR130A
MI0008528	ptr-mir-130b	ENTREZGENE	100316094	MIR130B
MI0008529	ptr-mir-1322	ENTREZGENE	100316442	MIR1322
MI0008530	ptr-mir-1323	ENTREZGENE	100316095	MIR1323
MI0008531	ptr-mir-1324	ENTREZGENE	100316096	MIR1324-1
MI0008533	ptr-mir-133a-2	ENTREZGENE	100316373	MIR133A-2
MI0008534	ptr-mir-133b	ENTREZGENE	100316097	MIR133B
MI0008535	ptr-mir-134	ENTREZGENE	100316443	MIR134
MI0008536	ptr-mir-135a-1	ENTREZGENE	100316098	MIR135A-1
MI0008537	ptr-mir-135b	ENTREZGENE	100316099	MIR135B
MI0008538	ptr-mir-137	ENTREZGENE	100316320	MIR137
MI0008539	ptr-mir-138	ENTREZGENE	100316100	MIR138
MI0008540	ptr-mir-139	ENTREZGENE	100316444	MIR139
MI0008541	ptr-mir-141	ENTREZGENE	100316374	MIR141-1
MI0008543	ptr-mir-142	ENTREZGENE	100316102	MIR142
MI0008544	ptr-mir-146a	ENTREZGENE	100316413	MIR146A
MI0008545	ptr-mir-146b	ENTREZGENE	100316103	MIR146B
MI0008546	ptr-mir-147b	ENTREZGENE	100316445	MIR147B
MI0008547	ptr-mir-148a	ENTREZGENE	100316104	MIR148A
MI0008548	ptr-mir-148b	ENTREZGENE	100316105	MIR148B
MI0008549	ptr-mir-149	ENTREZGENE	100316539	MIR149
MI0008550	ptr-mir-150	ENTREZGENE	100316521	MIR150
MI0008551	ptr-mir-151	ENTREZGENE	100316106	MIR151
MI0008552	ptr-mir-152	ENTREZGENE	100316446	MIR152
MI0008553	ptr-mir-153	ENTREZGENE	100316107	MIR153
MI0008554	ptr-mir-155	ENTREZGENE	100316447	MIR155
MI0008555	ptr-mir-16-2	ENTREZGENE	100316108	MIR16-2
MI0008556	ptr-mir-181b-2	ENTREZGENE	100316321	MIR181B-2
MI0008557	ptr-mir-181d	ENTREZGENE	100316375	MIR181D
MI0008558	ptr-mir-182	ENTREZGENE	100316109	MIR182
MI0008559	ptr-mir-1825	ENTREZGENE	100316110	MIR1825
MI0008560	ptr-mir-1827	ENTREZGENE	100316448	MIR1827
MI0008561	ptr-mir-185	ENTREZGENE	100316111	MIR185
MI0008562	ptr-mir-18b	ENTREZGENE	100316322	MIR18B
MI0008563	ptr-mir-190b	ENTREZGENE	100316112	MIR190B
MI0008564	ptr-mir-191	ENTREZGENE	100316113	MIR191
MI0008565	ptr-mir-192	ENTREZGENE	100316449	MIR192
MI0008566	ptr-mir-193a	ENTREZGENE	100316376	MIR193A
MI0008567	ptr-mir-193b	ENTREZGENE	100316114	MIR193B
MI0008568	ptr-mir-195	ENTREZGENE	100316323	MIR195
MI0008569	ptr-mir-196a-1	ENTREZGENE	100316115	MIR196A-1
MI0008570	ptr-mir-196b	ENTREZGENE	100316450	MIR196B
MI0008571	ptr-mir-199a-1	ENTREZGENE	100316116	MIR199A-1
MI0008572	ptr-mir-199b	ENTREZGENE	100316117	MIR199B
MI0008573	ptr-mir-200a	ENTREZGENE	100316540	MIR200A
MI0008574	ptr-mir-202	ENTREZGENE	100316522	MIR202
MI0008575	ptr-mir-203	ENTREZGENE	100316118	MIR203
MI0008576	ptr-mir-206	ENTREZGENE	100316451	MIR206
MI0008577	ptr-mir-208a	ENTREZGENE	100316119	MIR208A
MI0008578	ptr-mir-208b	ENTREZGENE	100316120	MIR208B
MI0008579	ptr-mir-20b	ENTREZGENE	100316121	MIR20B
MI0008580	ptr-mir-210	ENTREZGENE	100316324	MIR210
MI0008581	ptr-mir-211	ENTREZGENE	100316452	MIR211
MI0008582	ptr-mir-216b	ENTREZGENE	100316122	MIR216B
MI0008583	ptr-mir-217	ENTREZGENE	100316377	MIR217
MI0008584	ptr-mir-219-1	ENTREZGENE	100316123	MIR219-1
MI0008585	ptr-mir-219-2	ENTREZGENE	100316124	MIR219-2
MI0008587	ptr-mir-221	ENTREZGENE	100316453	MIR221
MI0008588	ptr-mir-24-1	ENTREZGENE	100316125	MIR24-1
MI0008589	ptr-mir-26a-2	ENTREZGENE	100316126	MIR26A-2
MI0008590	ptr-mir-26b	ENTREZGENE	100316127	MIR26B
MI0008591	ptr-mir-27b	ENTREZGENE	100316378	MIR27B
MI0008592	ptr-mir-296	ENTREZGENE	100316414	MIR296
MI0008593	ptr-mir-297	ENTREZGENE	100316454	MIR297
MI0008594	ptr-mir-298	ENTREZGENE	100316128	MIR298
MI0008595	ptr-mir-29c	ENTREZGENE	100316129	MIR29C
MI0008596	ptr-mir-300	ENTREZGENE	100316130	MIR300
MI0008597	ptr-mir-301a	ENTREZGENE	100316455	MIR301A
MI0008598	ptr-mir-301b	ENTREZGENE	100316326	MIR301B
MI0008599	ptr-mir-302a	ENTREZGENE	100316131	MIR302A
MI0008600	ptr-mir-302b	ENTREZGENE	100316379	MIR302B
MI0008601	ptr-mir-302c	ENTREZGENE	100316132	MIR302C
MI0008602	ptr-mir-302d	ENTREZGENE	100316133	MIR302D
MI0008603	ptr-mir-302e	ENTREZGENE	100316456	MIR302E
MI0008604	ptr-mir-302f	ENTREZGENE	100316523	MIR302F
MI0008605	ptr-mir-30c-1	ENTREZGENE	100316134	MIR30C-1
MI0008606	ptr-mir-30e	ENTREZGENE	100316135	MIR30E
MI0008607	ptr-mir-320a	ENTREZGENE	100316457	MIR320A
MI0008608	ptr-mir-320b-1	ENTREZGENE	100316458	MIR320B-1
MI0008609	ptr-mir-320b-2	ENTREZGENE	100316136	MIR320B-2
MI0008610	ptr-mir-320c-1	ENTREZGENE	100316327	MIR320C-1
MI0008611	ptr-mir-320c-2	ENTREZGENE	100316541	MIR320C-2
MI0008612	ptr-mir-320d-1	ENTREZGENE	100316137	MIR320D-1
MI0008613	ptr-mir-320d-2	ENTREZGENE	100316138	MIR320D-2
MI0008614	ptr-mir-320d-3	ENTREZGENE	100316459	MIR320D-3
MI0008615	ptr-mir-323	ENTREZGENE	100316139	MIR323
MI0008616	ptr-mir-324	ENTREZGENE	100316328	MIR324
MI0008617	ptr-mir-326	ENTREZGENE	100316140	MIR326
MI0008618	ptr-mir-328	ENTREZGENE	100316380	MIR328
MI0008619	ptr-mir-329-1	ENTREZGENE	100316141	MIR329-1
MI0008620	ptr-mir-329-2	ENTREZGENE	100316460	MIR329-2
MI0008621	ptr-mir-330	ENTREZGENE	100316142	MIR330
MI0008622	ptr-mir-331	ENTREZGENE	100316329	MIR331
MI0008623	ptr-mir-335	ENTREZGENE	100316143	MIR335
MI0008624	ptr-mir-337	ENTREZGENE	100316144	MIR337
MI0008625	ptr-mir-338	ENTREZGENE	100316461	MIR338
MI0008626	ptr-mir-339	ENTREZGENE	100316381	MIR339
MI0008627	ptr-mir-33b	ENTREZGENE	100316145	MIR33B
MI0008628	ptr-mir-340	ENTREZGENE	100316524	MIR340
MI0008629	ptr-mir-342	ENTREZGENE	100316146	MIR342
MI0008630	ptr-mir-345	ENTREZGENE	100316147	MIR345
MI0008631	ptr-mir-346	ENTREZGENE	100316462	MIR346
MI0008632	ptr-mir-34b	ENTREZGENE	100316148	MIR34B
MI0008633	ptr-mir-34c	ENTREZGENE	100316149	MIR34C
MI0008634	ptr-mir-361	ENTREZGENE	100316415	MIR361
MI0008635	ptr-mir-362	ENTREZGENE	100316150	MIR362
MI0008636	ptr-mir-365-1	ENTREZGENE	100316382	MIR365-1
MI0008637	ptr-mir-365-2	ENTREZGENE	100316463	MIR365-2
MI0008638	ptr-mir-367	ENTREZGENE	100316151	MIR367
MI0008639	ptr-mir-369	ENTREZGENE	100316152	MIR369
MI0008640	ptr-mir-370	ENTREZGENE	100316330	MIR370
MI0008641	ptr-mir-371	ENTREZGENE	100316153	MIR371
MI0008642	ptr-mir-372	ENTREZGENE	100316464	MIR372
MI0008643	ptr-mir-374a	ENTREZGENE	100316154	MIR374A
MI0008644	ptr-mir-374b	ENTREZGENE	100316155	MIR374B
MI0008645	ptr-mir-375	ENTREZGENE	100316383	MIR375
MI0008646	ptr-mir-376a-1	ENTREZGENE	100316331	MIR376A-1
MI0008647	ptr-mir-376a-2	ENTREZGENE	100316156	MIR376A-2
MI0008648	ptr-mir-376b	ENTREZGENE	100316465	MIR376B
MI0008649	ptr-mir-376c	ENTREZGENE	100316157	MIR376C
MI0008650	ptr-mir-377	ENTREZGENE	100316158	MIR377
MI0008651	ptr-mir-378a	ENTREZGENE	100316159	MIR378
MI0008652	ptr-mir-379	ENTREZGENE	100316332	MIR379
MI0008653	ptr-mir-380	ENTREZGENE	100316466	MIR380
MI0008654	ptr-mir-381	ENTREZGENE	100316542	MIR381
MI0008655	ptr-mir-382	ENTREZGENE	100316160	MIR382
MI0008656	ptr-mir-383	ENTREZGENE	100316161	MIR383
MI0008657	ptr-mir-409	ENTREZGENE	100316162	MIR409
MI0008658	ptr-mir-410	ENTREZGENE	100316525	MIR410
MI0008659	ptr-mir-411	ENTREZGENE	100316467	MIR411
MI0008660	ptr-mir-412	ENTREZGENE	100316163	MIR412
MI0008661	ptr-mir-421	ENTREZGENE	100316164	MIR421
MI0008662	ptr-mir-422a	ENTREZGENE	100316468	MIR422A
MI0008663	ptr-mir-423	ENTREZGENE	100316165	MIR423
MI0008664	ptr-mir-424	ENTREZGENE	100316333	MIR424
MI0008665	ptr-mir-425	ENTREZGENE	100316384	MIR425
MI0008666	ptr-mir-431	ENTREZGENE	100316166	MIR431
MI0008667	ptr-mir-432	ENTREZGENE	100316167	MIR432
MI0008668	ptr-mir-433	ENTREZGENE	100316469	MIR433
MI0008669	ptr-mir-448	ENTREZGENE	100316168	MIR448
MI0008670	ptr-mir-449a	ENTREZGENE	100316334	MIR449A
MI0008671	ptr-mir-449b	ENTREZGENE	100316169	MIR449B
MI0008672	ptr-mir-450a-1	ENTREZGENE	100316170	MIR450A-1
MI0008673	ptr-mir-450a-2	ENTREZGENE	100316385	MIR450A-2
MI0008674	ptr-mir-450b	ENTREZGENE	100316470	MIR450B
MI0008675	ptr-mir-451	ENTREZGENE	100316171	MIR451
MI0008676	ptr-mir-452	ENTREZGENE	100316416	MIR452
MI0008677	ptr-mir-453	ENTREZGENE	100316172	MIR453
MI0008678	ptr-mir-454	ENTREZGENE	100316173	MIR454
MI0008679	ptr-mir-455	ENTREZGENE	100316471	MIR455
MI0008680	ptr-mir-484	ENTREZGENE	100316174	MIR484
MI0008681	ptr-mir-485	ENTREZGENE	100316175	MIR485
MI0008682	ptr-mir-486	ENTREZGENE	100316335	MIR486
MI0008683	ptr-mir-487a	ENTREZGENE	100316543	MIR487A
MI0008684	ptr-mir-487b	ENTREZGENE	100316176	MIR487B
MI0008685	ptr-mir-488	ENTREZGENE	100316472	MIR488
MI0008686	ptr-mir-489	ENTREZGENE	100316177	MIR489
MI0008687	ptr-mir-490	ENTREZGENE	100316178	MIR490
MI0008688	ptr-mir-491	ENTREZGENE	100316526	MIR491
MI0008689	ptr-mir-492	ENTREZGENE	100316179	MIR492
MI0008690	ptr-mir-494	ENTREZGENE	100316473	MIR494
MI0008691	ptr-mir-495	ENTREZGENE	100316180	MIR495
MI0008692	ptr-mir-496	ENTREZGENE	100316386	MIR496
MI0008693	ptr-mir-498	ENTREZGENE	100316181	MIR498
MI0008694	ptr-mir-499	ENTREZGENE	100316336	MIR499
MI0008695	ptr-mir-500-1	ENTREZGENE	100316182	MIR500
MI0008696	ptr-mir-501	ENTREZGENE	100316474	MIR501
MI0008697	ptr-mir-502	ENTREZGENE	100316183	MIR502
MI0008698	ptr-mir-503	ENTREZGENE	100316184	MIR503
MI0008699	ptr-mir-504	ENTREZGENE	100316185	MIR504
MI0008700	ptr-mir-505	ENTREZGENE	100316337	MIR505
MI0008701	ptr-mir-511	ENTREZGENE	100316475	MIR511
MI0008702	ptr-mir-512	ENTREZGENE	100316387	MIR512
MI0008703	ptr-mir-515-1	ENTREZGENE	100316186	MIR515-1
MI0008704	ptr-mir-515-2	ENTREZGENE	100316187	MIR515-2
MI0008705	ptr-mir-516a-1	ENTREZGENE	100316476	MIR516A-1
MI0008706	ptr-mir-516a-2	ENTREZGENE	100316338	MIR516A-2
MI0008707	ptr-mir-516b-1	ENTREZGENE	100316188	MIR516B-1
MI0008708	ptr-mir-516b-2	ENTREZGENE	100316189	MIR516B-2
MI0008709	ptr-mir-517a	ENTREZGENE	100316388	MIR517A
MI0008710	ptr-mir-517b-1	ENTREZGENE	100316190	MIR517B-1
MI0008711	ptr-mir-517b-2	ENTREZGENE	100316477	MIR517B-2
MI0008712	ptr-mir-518a	ENTREZGENE	100316339	MIR518A
MI0008713	ptr-mir-518b	ENTREZGENE	100316191	MIR518B
MI0008714	ptr-mir-518c	ENTREZGENE	100316192	MIR518C
MI0008715	ptr-mir-518d	ENTREZGENE	100316193	MIR518D
MI0008716	ptr-mir-518e	ENTREZGENE	100316194	MIR518E
MI0008717	ptr-mir-518f	ENTREZGENE	100316478	MIR518F
MI0008718	ptr-mir-519a	ENTREZGENE	100316527	MIR519A
MI0008719	ptr-mir-519b	ENTREZGENE	100316544	MIR519B
MI0008720	ptr-mir-519c	ENTREZGENE	100316195	MIR519C
MI0008721	ptr-mir-519d	ENTREZGENE	100316196	MIR519D
MI0008722	ptr-mir-519e	ENTREZGENE	100316197	MIR519E
MI0008723	ptr-mir-520a	ENTREZGENE	100316479	MIR520A
MI0008724	ptr-mir-520b	ENTREZGENE	100316340	MIR520B
MI0008725	ptr-mir-520c	ENTREZGENE	100316198	MIR520C
MI0008726	ptr-mir-520d	ENTREZGENE	100316199	MIR520D
MI0008727	ptr-mir-520e	ENTREZGENE	100316389	MIR520E
MI0008728	ptr-mir-520f	ENTREZGENE	100316200	MIR520F
MI0008729	ptr-mir-520g	ENTREZGENE	100316480	MIR520G
MI0008730	ptr-mir-520h	ENTREZGENE	100316341	MIR520H
MI0008731	ptr-mir-521-1	ENTREZGENE	100316201	MIR521-1
MI0008732	ptr-mir-521-2	ENTREZGENE	100316202	MIR521-2
MI0008733	ptr-mir-522	ENTREZGENE	100316203	MIR522
MI0008734	ptr-mir-523	ENTREZGENE	100316481	MIR523
MI0008735	ptr-mir-524	ENTREZGENE	100316390	MIR524
MI0008736	ptr-mir-525	ENTREZGENE	100316342	MIR525
MI0008737	ptr-mir-526a-1	ENTREZGENE	100316204	MIR526A-1
MI0008738	ptr-mir-526a-2	ENTREZGENE	100316205	MIR526A-2
MI0008739	ptr-mir-526b	ENTREZGENE	100316206	MIR526B
MI0008740	ptr-mir-527	ENTREZGENE	100316482	MIR527
MI0008741	ptr-mir-532	ENTREZGENE	100316207	MIR532
MI0008742	ptr-mir-539	ENTREZGENE	100316528	MIR539
MI0008743	ptr-mir-543	ENTREZGENE	100316208	MIR543
MI0008744	ptr-mir-544	ENTREZGENE	100316391	MIR544
MI0008745	ptr-mir-545	ENTREZGENE	100316209	MIR545
MI0008746	ptr-mir-548a-1	ENTREZGENE	100316483	MIR548A-1
MI0008747	ptr-mir-548a-2	ENTREZGENE	100316210	MIR548A-2
MI0008748	ptr-mir-548b	ENTREZGENE	100316343	MIR548B
MI0008749	ptr-mir-548c	ENTREZGENE	100316211	MIR548C
MI0008750	ptr-mir-548f-1	ENTREZGENE	100316484	MIR548F-1
MI0008751	ptr-mir-548f-2	ENTREZGENE	100316545	MIR548F-2
MI0008752	ptr-mir-548h	ENTREZGENE	100316212	MIR548H
MI0008753	ptr-mir-548i-1	ENTREZGENE	100316213	MIR548I-1
MI0008754	ptr-mir-548i-2	ENTREZGENE	100316344	MIR548I-2
MI0008755	ptr-mir-548i-3	ENTREZGENE	100316214	MIR548I-3
MI0008756	ptr-mir-548i-4	ENTREZGENE	100316485	MIR548I-4
MI0008757	ptr-mir-548i-5	ENTREZGENE	100316215	MIR548I-5
MI0008759	ptr-mir-548j	ENTREZGENE	100316216	MIR548J
MI0008760	ptr-mir-548k	ENTREZGENE	100316345	MIR548K
MI0008761	ptr-mir-548l	ENTREZGENE	100316217	MIR548L
MI0008762	ptr-mir-548n	ENTREZGENE	100316486	MIR548N
MI0008763	ptr-mir-548p	ENTREZGENE	100316218	MIR548P
MI0008764	ptr-mir-549	ENTREZGENE	100316219	MIR549
MI0008765	ptr-mir-550-1	ENTREZGENE	100316220	MIR550-1
MI0008766	ptr-mir-550-2	ENTREZGENE	100316529	MIR550-2
MI0008767	ptr-mir-550-3	ENTREZGENE	100316393	MIR550-3
MI0008768	ptr-mir-551a	ENTREZGENE	100316487	MIR551A
MI0008769	ptr-mir-551b	ENTREZGENE	100316221	MIR551B
MI0008770	ptr-mir-552	ENTREZGENE	100316222	MIR552
MI0008771	ptr-mir-553	ENTREZGENE	100316223	MIR553
MI0008772	ptr-mir-554	ENTREZGENE	100316346	MIR554
MI0008773	ptr-mir-555	ENTREZGENE	100316488	MIR555
MI0008774	ptr-mir-556	ENTREZGENE	100316394	MIR556
MI0008775	ptr-mir-557	ENTREZGENE	100316224	MIR557
MI0008776	ptr-mir-558	ENTREZGENE	100316225	MIR558
MI0008777	ptr-mir-559	ENTREZGENE	100316226	MIR559
MI0008778	ptr-mir-561	ENTREZGENE	100316347	MIR561
MI0008779	ptr-mir-562	ENTREZGENE	100316489	MIR562
MI0008780	ptr-mir-564	ENTREZGENE	100316227	MIR564
MI0008782	ptr-mir-567	ENTREZGENE	100316229	MIR567
MI0008783	ptr-mir-568	ENTREZGENE	100316546	MIR568
MI0008784	ptr-mir-569	ENTREZGENE	100316348	MIR569
MI0008785	ptr-mir-572	ENTREZGENE	100316490	MIR572
MI0008786	ptr-mir-575	ENTREZGENE	100316230	MIR575
MI0008787	ptr-mir-576	ENTREZGENE	100316231	MIR576
MI0008788	ptr-mir-577	ENTREZGENE	100316232	MIR577
MI0008789	ptr-mir-579	ENTREZGENE	100316491	MIR579
MI0008790	ptr-mir-580	ENTREZGENE	100316530	MIR580
MI0008791	ptr-mir-581	ENTREZGENE	100316233	MIR581
MI0008792	ptr-mir-582	ENTREZGENE	100316234	MIR582
MI0008793	ptr-mir-583	ENTREZGENE	100316395	MIR583
MI0008794	ptr-mir-584	ENTREZGENE	100316235	MIR584
MI0008795	ptr-mir-586	ENTREZGENE	100316492	MIR586
MI0008796	ptr-mir-587	ENTREZGENE	100316349	MIR587
MI0008797	ptr-mir-588	ENTREZGENE	100316236	MIR588
MI0008798	ptr-mir-590	ENTREZGENE	100316237	MIR590
MI0008799	ptr-mir-591	ENTREZGENE	100316238	MIR591
MI0008800	ptr-mir-592	ENTREZGENE	100316493	MIR592
MI0008801	ptr-mir-593	ENTREZGENE	100316239	MIR593
MI0008802	ptr-mir-595	ENTREZGENE	100316350	MIR595
MI0008803	ptr-mir-597	ENTREZGENE	100316396	MIR597
MI0008804	ptr-mir-598	ENTREZGENE	100316240	MIR598
MI0008805	ptr-mir-599	ENTREZGENE	100316241	MIR599
MI0008806	ptr-mir-600	ENTREZGENE	100316494	MIR600
MI0008807	ptr-mir-601	ENTREZGENE	100316242	MIR601
MI0008808	ptr-mir-605	ENTREZGENE	100316351	MIR605
MI0008809	ptr-mir-609	ENTREZGENE	100316243	MIR609
MI0008810	ptr-mir-610	ENTREZGENE	100316244	MIR610
MI0008811	ptr-mir-612	ENTREZGENE	100316495	MIR612
MI0008812	ptr-mir-613	ENTREZGENE	100316397	MIR613
MI0008813	ptr-mir-614	ENTREZGENE	100316245	MIR614
MI0008814	ptr-mir-615	ENTREZGENE	100316531	MIR615
MI0008815	ptr-mir-616	ENTREZGENE	100316246	MIR616
MI0008816	ptr-mir-617	ENTREZGENE	100316247	MIR617
MI0008817	ptr-mir-618	ENTREZGENE	100316496	MIR618
MI0008818	ptr-mir-619	ENTREZGENE	100316248	MIR619
MI0008819	ptr-mir-621	ENTREZGENE	100316249	MIR621
MI0008820	ptr-mir-622	ENTREZGENE	100316352	MIR622
MI0008821	ptr-mir-624	ENTREZGENE	100316250	MIR624
MI0008822	ptr-mir-626	ENTREZGENE	100316398	MIR626
MI0008823	ptr-mir-627	ENTREZGENE	100316497	MIR627
MI0008824	ptr-mir-628	ENTREZGENE	100316251	MIR628
MI0008825	ptr-mir-630	ENTREZGENE	100316252	MIR630
MI0008826	ptr-mir-632	ENTREZGENE	100316353	MIR632
MI0008827	ptr-mir-633	ENTREZGENE	100316498	MIR633
MI0008828	ptr-mir-634	ENTREZGENE	100316399	MIR634
MI0008829	ptr-mir-635	ENTREZGENE	100316253	MIR635
MI0008830	ptr-mir-637	ENTREZGENE	100316254	MIR637
MI0008831	ptr-mir-640	ENTREZGENE	100316255	MIR640
MI0008832	ptr-mir-641	ENTREZGENE	100316354	MIR641
MI0008833	ptr-mir-642	ENTREZGENE	100316499	MIR642
MI0008834	ptr-mir-643	ENTREZGENE	100316256	MIR643
MI0008835	ptr-mir-645	ENTREZGENE	100316257	MIR645
MI0008836	ptr-mir-646	ENTREZGENE	100316258	MIR646
MI0008837	ptr-mir-649	ENTREZGENE	100316400	MIR649
MI0008838	ptr-mir-650	ENTREZGENE	100316532	MIR650
MI0008839	ptr-mir-652	ENTREZGENE	100316500	MIR652
MI0008840	ptr-mir-653	ENTREZGENE	100316259	MIR653
MI0008841	ptr-mir-654	ENTREZGENE	100316260	MIR654
MI0008842	ptr-mir-656	ENTREZGENE	100316261	MIR656
MI0008843	ptr-mir-657	ENTREZGENE	100316501	MIR657
MI0008844	ptr-mir-658	ENTREZGENE	100316355	MIR658
MI0008845	ptr-mir-660	ENTREZGENE	100316262	MIR660
MI0008846	ptr-mir-663a	ENTREZGENE	100316401	MIR663A
MI0008847	ptr-mir-663b	ENTREZGENE	100316263	MIR663B
MI0008848	ptr-mir-664a	ENTREZGENE	100316264	MIR664
MI0008849	ptr-mir-665	ENTREZGENE	100316502	MIR665
MI0008850	ptr-mir-668	ENTREZGENE	100316356	MIR668
MI0008851	ptr-mir-671	ENTREZGENE	100316265	MIR671
MI0008852	ptr-mir-708	ENTREZGENE	100316266	MIR708
MI0008853	ptr-mir-7-1	ENTREZGENE	100316267	MIR7-1
MI0008854	ptr-mir-7-2	ENTREZGENE	100316503	MIR7-2
MI0008856	ptr-mir-744	ENTREZGENE	100316357	MIR744
MI0008857	ptr-mir-758	ENTREZGENE	100316268	MIR758
MI0008858	ptr-mir-760	ENTREZGENE	100316269	MIR760
MI0008859	ptr-mir-765	ENTREZGENE	100316270	MIR765
MI0008860	ptr-mir-766	ENTREZGENE	100316504	MIR766
MI0008861	ptr-mir-770	ENTREZGENE	100316271	MIR770
MI0008862	ptr-mir-802	ENTREZGENE	100316533	MIR802
MI0008863	ptr-mir-873	ENTREZGENE	100316272	MIR873
MI0008864	ptr-mir-874	ENTREZGENE	100316273	MIR874
MI0008865	ptr-mir-875	ENTREZGENE	100316403	MIR875
MI0008866	ptr-mir-876	ENTREZGENE	100316505	MIR876
MI0008867	ptr-mir-885	ENTREZGENE	100316274	MIR885
MI0008869	ptr-mir-887	ENTREZGENE	100316275	MIR887
MI0008870	ptr-mir-889	ENTREZGENE	100316276	MIR889
MI0008871	ptr-mir-890	ENTREZGENE	100316506	MIR890
MI0008872	ptr-mir-891a	ENTREZGENE	100316277	MIR891A
MI0008873	ptr-mir-891b	ENTREZGENE	100316278	MIR891B
MI0008874	ptr-mir-892a	ENTREZGENE	100316359	MIR892A
MI0008875	ptr-mir-9-1	ENTREZGENE	100316404	MIR9-1
MI0008876	ptr-mir-920	ENTREZGENE	100316507	MIR920
MI0008877	ptr-mir-922	ENTREZGENE	100316279	MIR922
MI0008879	ptr-mir-924	ENTREZGENE	100316280	MIR924
MI0008880	ptr-mir-933	ENTREZGENE	100316281	MIR933
MI0008881	ptr-mir-934	ENTREZGENE	100316508	MIR934
MI0008882	ptr-mir-935	ENTREZGENE	100316282	MIR935
MI0008883	ptr-mir-936	ENTREZGENE	100316283	MIR936
MI0008884	ptr-mir-937	ENTREZGENE	100316284	MIR937
MI0008885	ptr-mir-938	ENTREZGENE	100316405	MIR938
MI0008886	ptr-mir-939	ENTREZGENE	100316509	MIR939
MI0008887	ptr-mir-940	ENTREZGENE	100316285	MIR940
MI0008888	ptr-mir-942	ENTREZGENE	100316286	MIR942
MI0008889	ptr-mir-943	ENTREZGENE	100316287	MIR943
MI0008890	ptr-mir-944	ENTREZGENE	100316510	MIR944
MI0008891	ptr-mir-99b	ENTREZGENE	100316288	MIR99B
MI0008892	tca-mir-1	ENTREZGENE	100314337	Mir1
MI0008893	tca-mir-2-3	ENTREZGENE	100314338	Mir2c
MI0008894	tca-mir-2-1	ENTREZGENE	100314368	Mir2a
MI0008895	tca-mir-2-2	ENTREZGENE	100314383	Mir2b
MI0008896	tca-let-7	ENTREZGENE	100314377	Mirlet7
MI0008897	tca-mir-7	ENTREZGENE	100314339	Mir7
MI0008898	tca-mir-8	ENTREZGENE	100314340	Mir8
MI0008899	tca-mir-10	ENTREZGENE	100314341	Mir10
MI0008900	tca-mir-12	ENTREZGENE	100314369	Mir12
MI0008901	tca-mir-13a	ENTREZGENE	100314342	Mir13a
MI0008902	tca-mir-13b	ENTREZGENE	100314384	Mir13b
MI0008903	tca-mir-14	ENTREZGENE	100314343	Mir14
MI0008904	tca-mir-31	ENTREZGENE	100314344	Mir31
MI0008905	tca-mir-33	ENTREZGENE	100314345	Mir33
MI0008906	tca-mir-34	ENTREZGENE	100314370	Mir34
MI0008907	tca-mir-71	ENTREZGENE	100314378	Mir71
MI0008908	tca-mir-87a	ENTREZGENE	100314385	Mir87a
MI0008909	tca-mir-92a	ENTREZGENE	100314346	Mir92a
MI0008910	tca-mir-92b	ENTREZGENE	100314347	Mir92b
MI0008911	tca-mir-100	ENTREZGENE	100314348	Mir100
MI0008912	tca-mir-124	ENTREZGENE	100314371	Mir124
MI0008913	tca-mir-125	ENTREZGENE	100314386	Mir125
MI0008914	tca-mir-133	ENTREZGENE	100314349	Mir133
MI0008915	tca-mir-137	ENTREZGENE	100314350	Mir137
MI0008916	tca-mir-184	ENTREZGENE	100314379	Mir184
MI0008917	tca-mir-190	ENTREZGENE	100314351	Mir190
MI0008918	tca-mir-210	ENTREZGENE	100314372	Mir210
MI0008919	tca-mir-219	ENTREZGENE	100314387	Mir219
MI0008920	tca-mir-263b	ENTREZGENE	100314352	Mir263b
MI0008921	tca-mir-275	ENTREZGENE	100314353	Mir275
MI0008922	tca-mir-276	ENTREZGENE	100314354	Mir276
MI0008923	tca-mir-277	ENTREZGENE	100314388	Mir277
MI0008924	tca-mir-279a	ENTREZGENE	100314373	Mir279a
MI0008925	tca-mir-281	ENTREZGENE	100314355	Mir281
MI0008926	tca-mir-282	ENTREZGENE	100314380	Mir282
MI0008927	tca-mir-283	ENTREZGENE	100314356	Mir283
MI0008928	tca-mir-305	ENTREZGENE	100314357	Mir305
MI0008929	tca-mir-307	ENTREZGENE	100314389	Mir307
MI0008930	tca-mir-317	ENTREZGENE	100314374	Mir317
MI0008931	tca-mir-927a	ENTREZGENE	100314358	Mir927
MI0008932	tca-mir-932	ENTREZGENE	100314359	Mir932
MI0008933	tca-mir-iab-4	ENTREZGENE	100314390	Miriab-4
MI0008934	tca-mir-929	ENTREZGENE	100314360	Mir929
MI0008935	tca-mir-9b	ENTREZGENE	100314381	Mir9b
MI0009718	bta-mir-1-2	ENTREZGENE	100312988	MIR1-2
MI0009719	bta-mir-1-1	ENTREZGENE	100312989	MIR1-1
MI0009720	bta-mir-100	ENTREZGENE	100313483	MIR100
MI0009721	bta-mir-101-1	ENTREZGENE	100313303	MIR101-1
MI0009722	bta-mir-105b	ENTREZGENE	100312990	MIR105B
MI0009723	bta-mir-105a	ENTREZGENE	100313359	MIR105A
