hp_id	name
HP:0011395	Aplasia/Hypoplasia of the cochlea
HP:0011396	Abnormality of the cochlear nerve
HP:0011397	Abnormality of the dorsal column of the spinal cord
HP:0011398	Central hypotonia
HP:0011399	Tibialis atrophy
HP:0011400	Abnormal CNS myelination
HP:0011401	Delayed peripheral myelination
HP:0011402	Demyelinating sensory neuropathy
HP:0011403	Abnormal umbilical cord blood vessels
HP:0011404	Lethal short-trunk short stature
HP:0011405	Childhood onset short-limb short stature
HP:0011406	Infancy onset short-trunk short stature
HP:0011407	Proportionate tall stature
HP:0011408	Moderate intrauterine growth retardation
HP:0011409	Abnormality of placental membranes
HP:0011410	Caesarian section
HP:0011411	Forceps delivery
HP:0011412	Ventouse delivery
HP:0011413	Shoulder dystocia
HP:0011414	Hydropic placenta
HP:0011415	Calcified placenta
HP:0011416	Placental infarction
HP:0011417	Long umbilical cord
HP:0011418	Abnormal insertion of umbilical cord
HP:0011419	Placental abruption
HP:0011420	Age of death
HP:0011421	Death in adolescence
HP:0011422	Abnormal blood chloride concentration
HP:0011423	Hyperchloremia
HP:0011424	Increased serum zinc
HP:0011425	Fetal ultrasound soft marker
HP:0011426	Fetal choroid plexus cysts
HP:0011427	Enlarged fetal cisterna magna
HP:0011428	Short fetal femur length
HP:0011429	Short fetal humerus length
HP:0011430	Hypoplasia of fetal nasal bone
HP:0011431	Fetal fifth finger clinodactyly
HP:0011432	High maternal serum alpha-fetoprotein
HP:0011433	High maternal serum chorionic gonadotropin
HP:0011434	Low maternal serum chorionic gonadotropin
HP:0011435	Low maternal serum PAPP-A
HP:0011436	Abnormal maternal serum screening
HP:0011437	Maternal autoimmune disease
HP:0011438	Maternal teratogenic exposure
HP:0011439	Anesthetic-induced rhabdomylosis
HP:0011440	Alcohol-induced rhabdomyolysis
HP:0011441	Abnormality of the medulla oblongata
HP:0011442	Abnormality of central motor function
HP:0011443	Abnormality of coordination
HP:0011444	Decorticate rigidity
HP:0011445	Athetoid cerebral palsy
HP:0011446	Abnormality of higher mental function
HP:0011447	Hyposegmentation of neutrophil nuclei
HP:0011448	Ankle clonus
HP:0011449	Knee clonus
HP:0011450	Unusual CNS infection
HP:0011451	Congenital microcephaly
HP:0011452	Functional abnormality of the middle ear
HP:0011453	Abnormality of the incus
HP:0011454	Abnormality of the malleus
HP:0011455	Absent malleus
HP:0011456	Absent stapes
HP:0011457	Loss of eyelashes
HP:0011458	Abdominal symptom
HP:0011459	Esophageal carcinoma
HP:0011460	Embryonal onset
HP:0011461	Fetal onset
HP:0011462	Young adult onset
HP:0011463	Childhood onset
HP:0011464	Aganglionosis of the small intestine
HP:0011465	Duodenal aganglionosis
HP:0011466	Aplasia/Hypoplasia of the gallbladder
HP:0011467	Absent gallbladder
HP:0011468	Facial tics
HP:0011469	Nasal regurgitation
HP:0011470	Nasogastric tube feeding in infancy
HP:0011471	Gastrostomy tube feeding in infancy
HP:0011472	Abnormality of small intestinal villus morphology
HP:0011473	Villous atrophy
HP:0011474	Childhood onset sensorineural hearing impairment
HP:0011475	Persistent stapedial artery
HP:0011476	Profound sensorineural hearing impairment
HP:0011477	Upbeat nystagmus
HP:0011478	True anophthalmia
HP:0011479	Abnormal lacrimal punctum morphology
HP:0011480	Unilateral microphthalmos
HP:0011481	Abnormal lacrimal duct morphology
HP:0011482	Abnormal lacrimal gland morphology
HP:0011483	Anterior synechiae of the anterior chamber
HP:0011484	Posterior synechiae of the anterior chamber
HP:0011485	Corneolenticular adhesion
HP:0011486	Abnormality of corneal thickness
HP:0011487	Increased corneal thickness
HP:0011488	Abnormal corneal endothelium morphology
HP:0011489	Abnormal migration of corneal endothelium
HP:0011490	Abnormal Descemet membrane morphology
HP:0011491	Reduced number of corneal endothelial cells
HP:0011492	Abnormality of corneal stroma
HP:0011493	Central opacification of the cornea
HP:0011494	Generalized opacification of the cornea
HP:0011495	Abnormal corneal epithelium morphology
HP:0011496	Corneal neovascularization
HP:0011497	Iris neovascularization
HP:0011499	Mydriasis
HP:0011500	Polycoria
HP:0011501	Anterior lenticonus
HP:0011502	Posterior lenticonus
HP:0011503	Aplasia of the fovea
HP:0011504	Bull's eye maculopathy
HP:0011505	Cystoid macular edema
HP:0011506	Choroidal neovascularization
HP:0011507	Macular flecks
HP:0011508	Macular hole
HP:0011509	Macular hyperpigmentation
HP:0011510	Drusen
HP:0011511	Macular schisis
HP:0011512	Hyperpigmentation of the fundus
HP:0011513	Retinal cavernous angioma
HP:0011514	Abnormality of binocular vision
HP:0011515	Abnormal stereopsis
HP:0011516	Achromatopsia
HP:0011517	Cone monochromacy
HP:0011518	Dichromacy
HP:0011519	Anomalous trichromacy
HP:0011520	Deuteranomaly
HP:0011521	Deuteranopia
HP:0011522	Protanopia
HP:0011523	Iris cyst
HP:0011524	Iris melanoma
HP:0011525	Iris nevus
HP:0011526	Abnormality of lens shape
HP:0011527	Lentiglobus
HP:0011528	Solitary congenital hypertrophy of retinal pigment epithelium
HP:0011529	Multiple bilateral congenital hypertrophy of retinal pigment epithelium
HP:0011530	Retinal hole
HP:0011531	Vitritis
HP:0011532	Subretinal exudate
HP:0011533	Snowflake vitreoretinal degeneration
HP:0011534	Abnormal spatial orientation of the cardiac segments
HP:0011535	Abnormal atrial arrangement
HP:0011536	Right atrial isomerism
HP:0011537	Left atrial isomerism
HP:0011538	Atrial situs inversus
HP:0011539	Atrial situs ambiguous
HP:0011540	Congenitally corrected transposition of the great arteries
HP:0011541	Criss-cross atrioventricular valves
HP:0011542	Criss-cross atrioventricular valves with superior-inferior ventricles
HP:0011543	Superior-inferior ventricles without criss-cross atrioventricular valves
HP:0011544	L-looping of the right ventricle
HP:0011545	Abnormal connection of the cardiac segments
HP:0011546	Abnormal atrioventricular connection
HP:0011547	Absent left sided atrioventricular connection
HP:0011548	Absent right sided atrioventricular connection
HP:0011549	Univentricular heart with absent left sided atrioventricular connection
HP:0011550	Biventricular heart with straddling right sided atrioventricular valve and absent left sided atrioventricular connection
HP:0011551	Right sided atrium to left ventricle and absent left sided atrioventricular connection
HP:0011552	Ambiguous atrioventricular connection
HP:0011553	Discordant atrioventricular connection
HP:0011554	Double inlet atrioventricular connection
HP:0011555	Double inlet left ventricle
HP:0011556	Double inlet right ventricle
HP:0011557	Double inlet to single ventricle of indeterminate morphology
HP:0011558	Double inlet to single ventricle with common atrioventricular orifice
HP:0011559	Double inlet to single ventricle with two atrioventricular valves
HP:0011560	Mitral atresia
HP:0011561	Overriding atrioventricular valve
HP:0011562	Straddling atrioventricular valve
HP:0011563	Abnormal ventriculoarterial connection
HP:0011564	Mitral valve arcade
HP:0011565	Common atrium
HP:0011566	Cor triatriatum dexter
HP:0011567	Sinus venosus atrial septal defect
HP:0011568	Double orifice mitral valve
HP:0011569	Cleft anterior mitral valve leaflet
HP:0011570	Congenital mitral stenosis
HP:0011571	Parachute mitral valve
HP:0011572	Supramitral ring
HP:0011573	Hypoplastic tricuspid valve
HP:0011574	Imperforate atrioventricular valve
HP:0011575	Imperforate tricuspid valve
HP:0011576	Intermediate atrioventricular canal defect
HP:0011577	Partial atrioventricular canal defect
HP:0011578	Transitional atrioventricular canal defect
HP:0011579	Unbalanced atrioventricular canal defect
HP:0011580	Short chordae tendineae of the mitral valve
HP:0011581	Double outlet left ventricle
HP:0011582	Abdominal ectopia cordis
HP:0011583	Cervical ectopia cordis
HP:0011584	Thoracocervical ectopia cordis
HP:0011585	Thoracic ectopia cordis
HP:0011586	Thoracoabdominal ectopia cordis
HP:0011587	Abnormal branching pattern of the aortic arch
HP:0011588	Cervical aortic arch
HP:0011589	Common origin of the right brachiocephalic artery and left common carotid artery
HP:0011590	Double aortic arch
HP:0011591	Left aortic arch with cervical origin of the right subclavian artery
HP:0011592	Left aortic arch with isolated subclavian artery
HP:0011593	Left aortic arch with retroesophageal diverticulum of Kommerell
HP:0011594	Right aortic arch with retroesophageal diverticulum of Kommerell
HP:0011595	Left aortic arch with retroesophageal right subclavian artery
HP:0011596	Left aortic arch with right descending aorta and right ductus arteriosus
HP:0011597	Right aortic arch with left descending aorta and left ductus arteriosus
HP:0011598	Right aortic arch with retroesophageal left subclavian artery
HP:0011599	Mesocardia
HP:0011600	Abnormal direction of ventricular apex
HP:0011601	Rightward direction of ventricular apex
HP:0011602	Midline direction of ventricular apex
HP:0011603	Congenital malformation of the great arteries
HP:0011604	Aortopulmonary window
HP:0011605	Congenitally corrected transposition of the great arteries with ventricular septal defect
HP:0011608	Type II truncus arteriosus
HP:0011609	Type III truncus arteriosus
HP:0011610	Type IV truncus arteriosus
HP:0011611	Interrupted aortic arch
HP:0011612	Interrupted aortic arch type A
HP:0011613	Interrupted aortic arch type B
HP:0011614	Interrupted aortic arch type C
HP:0011615	Abnormal pulmonary situs morphology
HP:0011616	Pulmonary situs inversus
HP:0011617	Pulmonary situs ambiguus
HP:0011618	Pulmonary situs ambiguus with bilateral morphologic right lungs
HP:0011619	Pulmonary situs ambiguus with bilateral morphologic left lungs
HP:0011620	Abnormality of abdominal situs
HP:0011621	Gerbode ventricular septal defect
HP:0011622	Inlet ventricular septal defect
HP:0011623	Muscular ventricular septal defect
HP:0011624	Apical muscular ventricular septal defect
HP:0011625	Multiple muscular ventricular septal defects
HP:0011626	Scimitar anomaly
HP:0011627	Aorto-ventricular tunnel
HP:0011628	Congenital defect of the pericardium
HP:0011629	Total absence of the pericardium
HP:0011630	Complete diaphragmatic absence of pericardium
HP:0011631	Complete right sided absence of pericardium
HP:0011632	Partial right sided absence of pericardium
HP:0011633	Complete left sided absence of pericardium
HP:0011634	Partial left sided absence of pericardium
HP:0011635	Partial diaphragmatic absence of pericardium
HP:0011636	Abnormal coronary artery origin
HP:0011637	Anomalous origin of coronary artery from the pulmonary artery
HP:0011638	Anomalous origin of left coronary artery from the pulmonary artery
HP:0011639	Anomalous origin of right coronary artery from the pulmonary artery
HP:0011640	Single coronary artery origin
HP:0011641	Coronary artery fistula
HP:0011642	Abnormal coronary sinus morphology
HP:0011643	Coronary sinus atrial septal defect
HP:0011644	Coronary sinus diverticulum
HP:0011645	Dilatation of the sinus of Valsalva
HP:0011646	Juxtaductal coarctation of the aorta
HP:0011647	Postductal coarctation of the aorta
HP:0011648	Patent ductus arteriosus after birth at term
HP:0011649	Patent ductus arteriosus after premature birth
HP:0011650	Bilateral ductus arteriosus
HP:0011651	Double outlet right ventricle with doubly committed ventricular septal defect and pulmonary stenosis
HP:0011652	Double outlet right ventricle with doubly committed ventricular septal defect without pulmonary stenosis
HP:0011653	Double outlet right ventricle with non-committed ventricular septal defect and pulmonary stenosis
HP:0011654	Double outlet right ventricle with non-committed ventricular septal defect without pulmonary stenosis
HP:0011655	Double outlet right ventricle with subaortic ventricular septal defect and pulmonary stenosis
HP:0011656	Double outlet right ventricle with subaortic ventricular septal defect without pulmonary stenosis
HP:0011657	Double outlet right ventricle with subpulmonary ventricular septal defect and pulmonary stenosis
HP:0011658	Double outlet right ventricle with subpulmonary ventricular septal defect without pulmonary stenosis
HP:0011659	Tetralogy of Fallot with absent pulmonary valve
HP:0011660	Anomalous origin of one pulmonary artery from ascending aorta
HP:0011661	Anomalous origin of left pulmonary artery from ascending aorta
HP:0011662	Tricuspid atresia
HP:0011663	Right ventricular cardiomyopathy
HP:0011664	Left ventricular noncompaction cardiomyopathy
HP:0011665	Takotsubo cardiomyopathy
HP:0011666	Absent right superior vena cava
HP:0011667	Bilateral superior vena cava with bridging vein
HP:0011668	Bilateral superior vena cava with no bridging vein
HP:0011669	Left superior vena cava draining directly to the left atrium
HP:0011670	Left superior vena cava draining to coronary sinus
HP:0011671	Interrupted inferior vena cava with azygous continuation
HP:0011672	Cardiac myxoma
HP:0011673	Cardiac hemangioma
HP:0011674	Cardiac teratoma
HP:0011675	Arrhythmia
HP:0011676	Tetralogy of Fallot with absent subarterial conus
HP:0011677	Tetralogy of Fallot with atrioventricular canal defect
HP:0011678	Tetralogy of Fallot with pulmonary atresia and major aortopulmonary collateral arteries
HP:0011679	Tetralogy of Fallot with pulmonary stenosis
HP:0011680	Single ventricle of indeterminate morphology
HP:0011681	Subarterial ventricular septal defect
HP:0011682	Perimembranous ventricular septal defect
HP:0011683	Restrictive ventricular septal defect
HP:0011684	Non-restrictive ventricular septal defect
HP:0011685	Infra-aortic superior vena cava
HP:0011686	Abnormal coronary artery course
HP:0011687	AV nodal tachycardia
HP:0011688	Supraventricular tachycardia with an accessory connection mediated pathway
HP:0011689	Supraventricular tachycardia with a concealed accessory connection
HP:0011690	Permanent junctional reciprocating tachycardia
HP:0011691	Supraventricular tachycardia with a concealed accessory pathway on the left free wall
HP:0011692	Supraventricular tachycardia with a concealed accessory pathway on the right free wall
HP:0011693	Supraventricular tachycardia with a concealed accessory pathway on the septum
HP:0011694	Supraventricular tachycardia with a manifest accessory pathway
HP:0011695	Cerebellar hemorrhage
HP:0011696	Supraventricular tachycardia with a manifest accessory pathway on the left free wall
HP:0011697	Supraventricular tachycardia with a manifest accessory pathway on the right free wall
HP:0011698	Supraventricular tachycardia with a manifest accessory pathway on the septum
HP:0011699	Atrial reentry tachycardia
HP:0011700	Automatic atrial tachycardia
HP:0011701	Multifocal atrial tachycardia
HP:0011702	Abnormal electrophysiology of sinoatrial node origin
HP:0011703	Sinus tachycardia
HP:0011704	Sick sinus syndrome
HP:0011705	First degree atrioventricular block
HP:0011706	Second degree atrioventricular block
HP:0011707	Mobitz I atrioventricular block
HP:0011708	Mobitz II atrioventricular block
HP:0011709	Atrioventricular dissociation
HP:0011710	Bundle branch block
HP:0011711	Left anterior fascicular block
HP:0011712	Right bundle branch block
HP:0011713	Left bundle branch block
HP:0011714	Libman-Sacks lesions
HP:0011715	Trifascicular block
HP:0011716	Junctional ectopic tachycardia
HP:0011717	Atrioventricular reentrant tachycardia
HP:0011718	Abnormality of the pulmonary veins
HP:0011719	Supracardiac total anomalous pulmonary venous connection
HP:0011720	Cardiac total anomalous pulmonary venous connection
HP:0011721	Infracardiac total anomalous pulmonary venous connection
HP:0011722	Mixed total anomalous pulmonary venous connection
HP:0011723	Congenital malformation of the right heart
HP:0011724	Uhl's anomaly
HP:0011725	Chaotic multifocal atrial tachycardia
HP:0011726	Persistent fetal circulation
HP:0011727	Peroneal muscle weakness
HP:0011728	Elbow clonus
HP:0011729	Abnormality of joint mobility
HP:0011730	Abnormality of central sensory function
HP:0011731	Abnormality of circulating cortisol level
HP:0011732	Abnormality of adrenal morphology
HP:0011733	Abnormality of adrenal physiology
HP:0011734	Central adrenal insufficiency
HP:0011735	Adrenocorticotropin deficient adrenal insufficiency
HP:0011736	Primary hyperaldosteronism
HP:0011737	Corticotropin-releasing hormone deficient adrenal insufficiency
HP:0011738	Corticotropin-releasing hormone receptor defect
HP:0011739	Dexamethasone-suppressible primary hyperaldosteronism
HP:0011740	Glucocortocoid-insensitive primary hyperaldosteronism
HP:0011741	Secondary hyperaldosteronism
HP:0011742	Ectopic adrenal gland
HP:0011743	Adrenal gland agenesis
HP:0011744	Secondary hypercortisolism
HP:0011745	Non-secretory adrenocortical adenoma
HP:0011746	Secretory adrenocortical adenoma
HP:0011747	Abnormality of the anterior pituitary
HP:0011748	Adrenocorticotropic hormone deficiency
HP:0011749	Adrenocorticotropic hormone excess
HP:0011750	Neoplasm of the anterior pituitary
HP:0011751	Abnormality of the posterior pituitary
HP:0011752	Neoplasm of the posterior pituitary
HP:0011753	Posterior pituitary dysgenesis
HP:0011754	Pituicytoma
HP:0011755	Ectopic posterior pituitary
HP:0011756	Posterior pituitary agenesis
HP:0011757	Posterior pituitary hypoplasia
HP:0011758	Pituitary acidophilic stem cell adenoma
HP:0011759	Pituitary gonadotropic cell adenoma
HP:0011760	Pituitary growth hormone cell adenoma
HP:0011761	Pituitary null cell adenoma
HP:0011762	Pituitary thyrotropic cell adenoma
HP:0011763	Pituitary carcinoma
HP:0011764	Pituitary spindle cell oncocytoma
HP:0011766	Abnormality of the parathyroid morphology
HP:0011767	Abnormality of the parathyroid physiology
HP:0011768	Parathyroid dysgenesis
HP:0011769	Ectopic parathyroid
HP:0011770	Tertiary hyperparathyroidism
HP:0011771	Autoimmune hypoparathyroidism
HP:0011772	Abnormality of thyroid morphology
HP:0011773	Uninodular goiter
HP:0011774	Thyroid follicular adenoma
HP:0011775	Thyroid macrofollicular adenoma
HP:0011776	Thyroid microfollicular adenoma
HP:0011777	Thyroid papillary adenoma
HP:0011778	Thyroid atypical adenoma
HP:0011779	Anaplastic thyroid carcinoma
HP:0011780	Thyroid hemiagenesis
HP:0011781	Thyroid C cell hyperplasia
HP:0011782	Thyroid crisis
HP:0011783	Thyrotoxicosis from ectopic thyroid tissue
HP:0011784	Thyrotoxicosis with diffuse goiter
HP:0011785	Thyrotoxicosis with toxic multinodular goitre
HP:0011786	Thyrotoxicosis with toxic single thyroid nodule
HP:0011787	Central hypothyroidism
HP:0011788	Increased circulating free T3
HP:0011789	Thyroid-stimulating hormone receptor defect
HP:0011790	Activating thyroid-stimulating hormone receptor defect
HP:0011791	Inactivating thyroid-stimulating hormone receptor defect
HP:0011792	Neoplasm by histology
HP:0011793	Neoplasm by anatomical site
HP:0011794	Embryonal renal neoplasm
HP:0011795	Intralobar nephroblastomatosis
HP:0011796	Perilobar nephroblastomatosis
HP:0011797	Papillary renal cell carcinoma type 1
HP:0011798	Renal oncocytoma
HP:0011799	Abnormality of facial soft tissue
HP:0011800	Midface retrusion
HP:0011801	Enlargement of parotid gland
HP:0011802	Hamartoma of tongue
HP:0011803	Bifid nose
HP:0011804	Abnormal muscle physiology
HP:0011805	Abnormal muscle morphology
HP:0011807	Type 1 muscle fiber atrophy
HP:0011808	Decreased patellar reflex
HP:0011809	Paradoxical myotonia
HP:0011810	Impaired two-point discrimination
HP:0011811	Impaired touch localization
HP:0011812	Agraphesthesia
HP:0011813	Increased cerebral lipofuscin
HP:0011814	Increased urinary hypoxanthine
HP:0011815	Cephalocele
HP:0011816	Parietal encephalocele
HP:0011817	Basal encephalocele
HP:0011818	Nasofrontal encephalocele
HP:0011819	Submucous cleft soft palate
HP:0011820	Membranous choanal atresia
HP:0011821	Abnormality of facial skeleton
HP:0011822	Broad chin
HP:0011823	Chin with horizontal crease
HP:0011824	Chin with H-shaped crease
HP:0011825	Tented philtrum
HP:0011826	Philtrum with midline raphe
HP:0011827	Malaligned philtral ridges
HP:0011828	Midline sinus of philtrum
HP:0011829	Narrow philtrum
HP:0011830	Abnormal oral mucosa morphology
HP:0011831	Deviated nasal tip
HP:0011832	Narrow nasal tip
HP:0011833	Overhanging nasal tip
HP:0011834	Moyamoya phenomenon
HP:0011835	Absent scaphoid
HP:0011836	Delayed talus ossification
HP:0011837	Partial IgA deficiency
HP:0011838	Sclerodactyly
HP:0011839	Abnormal T cell count
HP:0011840	Abnormality of T cell physiology
HP:0011841	Ventricular flutter
HP:0011842	Abnormality of skeletal morphology
HP:0011843	Abnormality of skeletal physiology
HP:0011844	Abnormal appendicular skeleton morphology
HP:0011845	Short second metatarsal
HP:0011846	Osteoblastoma
HP:0011847	Giant cell tumor of bone
HP:0011848	Abdominal colic
HP:0011849	Abnormal bone ossification
HP:0011850	Parotitis
HP:0011851	Hemopericardium
HP:0011852	Chylopericardium
HP:0011853	Serous pericardial effusion
HP:0011854	Hemoperitoneum
HP:0011855	Pharyngeal edema
HP:0011856	Pica
HP:0011857	Plasmacytoma
HP:0011858	Reduced factor IX activity
HP:0011859	Punctate keratitis
HP:0011860	Metaphyseal dappling
HP:0011861	Bilateral trilobed lungs
HP:0011862	Abnormal bone collagen fibril morphology
HP:0011863	Abnormal sternal ossification
HP:0011864	Elevated plasma pyrophosphate
HP:0011867	Abnormality of the wing of the ilium
HP:0011868	Sciatica
HP:0011869	Abnormal platelet function
HP:0011870	Impaired arachidonic acid-induced platelet aggregation
HP:0011871	Impaired ristocetin-induced platelet aggregation
HP:0011872	Impaired thrombin-induced platelet aggregation
HP:0011873	Abnormal platelet count
HP:0011874	Heparin-induced thrombocytopenia
HP:0011875	Abnormal platelet morphology
HP:0011876	Abnormal platelet volume
HP:0011877	Increased mean platelet volume
HP:0011878	Abnormal platelet membrane protein expression
HP:0011879	Decreased platelet glycoprotein Ib-IX-V
HP:0011880	Acute disseminated intravascular coagulation
HP:0011881	Decreased platelet glycoprotein VI
HP:0011882	Decreased platelet P2Y12 receptor
HP:0011883	Abnormal platelet granules
HP:0011884	Abnormal umbilical stump bleeding
HP:0011885	Hemorrhage of the eye
HP:0011886	Hyphema
HP:0011887	Choroid hemorrhage
HP:0011888	Bleeding requiring red cell transfusion
HP:0011889	Bleeding with minor or no trauma
HP:0011890	Prolonged bleeding following procedure
HP:0011891	Post-partum hemorrhage
HP:0011892	Low levels of vitamin K
HP:0011893	Abnormal leukocyte count
HP:0011894	Impaired thromboxane A2 agonist-induced platelet aggregation
HP:0011895	Anemia due to reduced life span of red cells
HP:0011896	Subconjunctival hemorrhage
HP:0011897	Neutrophilia
HP:0011898	Abnormality of circulating fibrinogen
HP:0011899	Hyperfibrinogenemia
HP:0011900	Hypofibrinogenemia
HP:0011901	Dysfibrinogenemia
HP:0011902	Abnormal hemoglobin
HP:0011903	HbH hemoglobin
HP:0011904	Persistence of hemoglobin F
HP:0011905	Reduced hemoglobin A
HP:0011906	Reduced beta/alpha synthesis ratio
HP:0011907	Reduced alpha/beta synthesis ratio
HP:0011908	Unilateral radial aplasia
HP:0011909	Flattened metacarpal heads
HP:0011910	Shortening of all phalanges of fingers
HP:0011911	Abnormality of metacarpophalangeal joint
HP:0011912	Abnormality of the glenoid fossa
HP:0011913	Lumbar hypertrichosis
HP:0011914	Thoracic hypertrichosis
HP:0011915	Cardiovascular calcification
HP:0011916	Toe extensor amyotrophy
HP:0011917	Short 5th toe
HP:0011918	Clinodactyly of the 4th toe
HP:0011919	Pleural empyema
HP:0011920	Transudative pleural effusion
HP:0011921	Exudative pleural effusion
HP:0011922	Abnormal activity of mitochondrial respiratory chain
HP:0011923	Decreased activity of mitochondrial complex I
HP:0011924	Decreased activity of mitochondrial complex III
HP:0011925	Decreased activity of mitochondrial ATP synthase complex
HP:0011926	Proximal placement of hallux
HP:0011927	Short digit
HP:0011928	Short proximal phalanx of toe
HP:0011929	Hypersegmentation of proximal phalanx of third finger
HP:0011930	Hyperextensible skin of chest
HP:0011931	Abnormality of the cerebellar peduncle
HP:0011932	Abnormality of the superior cerebellar peduncle
HP:0011933	Elongated superior cerebellar peduncle
HP:0011934	Dilatation of mesenteric artery
HP:0011935	Decreased urinary urate
HP:0011936	Decreased plasma total carnitine
HP:0011937	Hypoplastic fifth toenail
HP:0011939	3-4 finger cutaneous syndactyly
HP:0011940	Anterior wedging of T12
HP:0011941	Anterior wedging of L2
HP:0011942	Increased urinary sulfite
HP:0011943	Increased urinary thiosulfate
HP:0011944	Small vessel vasculitis
HP:0011945	Bronchiolitis obliterans organizing pneumonia
HP:0011946	Bronchiolitis obliterans
HP:0011947	Respiratory tract infection
HP:0011948	Recurrent acute respiratory tract infection
HP:0011949	Acute infectious pneumonia
HP:0011950	Bronchiolitis
HP:0011951	Aspiration pneumonia
HP:0011952	Acute aspiration pneumonia
HP:0011953	Pulmonary lymphoma
HP:0011954	Nodular regenerative hyperplasia of liver
HP:0011955	Hepatic granulomatosis
HP:0011956	Intestinal lymphoid nodular hyperplasia
HP:0011957	Abnormal pectoral muscle morphology
HP:0011958	Retinal perforation
HP:0011959	Unilateral hypoplasia of pectoralis major muscle
HP:0011960	Substantia nigra gliosis
HP:0011961	Non-obstructive azoospermia
HP:0011962	Obstructive azoospermia
HP:0011963	Pretesticular azoospermia
HP:0011964	Intermittent painful muscle spasms
HP:0011965	Abnormal circulating citrulline concentration
HP:0011966	Elevated plasma citrulline
HP:0011967	Decreased circulating copper concentration
HP:0011968	Feeding difficulties
HP:0011969	Elevated circulating luteinizing hormone level
HP:0011970	Cerebral amyloid angiopathy
HP:0011971	Dermatographic urticaria
HP:0011972	Hypoglycorrhachia
HP:0011973	Paroxysmal lethargy
HP:0011974	Myelofibrosis
HP:0011975	Aminoglycoside-induced hearing loss
HP:0011976	Elevated urinary catecholamines
HP:0011977	Elevated urinary homovanillic acid
HP:0011978	Elevated urinary vanillylmandelic acid
HP:0011979	Elevated urinary dopamine
HP:0011980	Cholesterol gallstones
HP:0011981	Pigment gallstones
HP:0011982	Black pigment gallstones
HP:0011983	Brown pigment gallstones
HP:0011984	Atretic gallbladder
HP:0011985	Acholic stools
HP:0011986	Ectopic ossification
HP:0011987	Ectopic ossification in muscle tissue
HP:0011988	Ectopic ossification in tendon tissue
HP:0011989	Ectopic ossification in ligament tissue
HP:0011990	Abnormality of neutrophil physiology
HP:0011991	Abnormal neutrophil count
HP:0011992	Abnormality of neutrophil morphology
HP:0011993	Impaired neutrophil bactericidal activity
HP:0011994	Abnormal atrial septum morphology
HP:0011995	Atrial septal dilatation
HP:0011996	Elevated coagulation factor V activity
HP:0011997	Postprandial hyperlactemia
HP:0011998	Postprandial hyperglycemia
HP:0011999	Paranoia
HP:0012000	EEG with generalized spikes
HP:0012001	EEG with generalized polyspikes
HP:0012002	Experiential auras
HP:0012003	Affective auras
HP:0012004	Mnemonic auras
HP:0012005	Deja vu
HP:0012006	Jamais vu
HP:0012007	Hallucinatory auras
HP:0012008	Illusory auras
HP:0012009	EEG with central focal spike waves
HP:0012010	EEG with frontal focal spike waves
HP:0012011	EEG with occipital focal spike waves
HP:0012012	EEG with parietal focal spike waves
HP:0012013	EEG with temporal focal spike waves
HP:0012014	EEG with central focal spikes
HP:0012015	EEG with frontal focal spikes
HP:0012016	EEG with occipital focal spikes
HP:0012017	EEG with parietal focal spikes
HP:0012018	EEG with temporal focal spikes
HP:0012019	Lens luxation
HP:0012020	Right aortic arch
HP:0012021	Persistent patent ductus venosus
HP:0012022	Congenital portosystemic venous shunt
HP:0012023	Galactosuria
HP:0012024	Hypergalactosemia
HP:0012025	Abnormal circulating ornithine concentration
HP:0012026	Hyperornithinemia
HP:0012027	Laryngeal edema
HP:0012028	Hepatocellular adenoma
HP:0012029	Abnormal urine hormone level
HP:0012030	Increased urinary cortisol level
HP:0012031	Lipomatous tumor
HP:0012032	Lipoma
HP:0012033	Sacral lipoma
HP:0012034	Liposarcoma
HP:0012035	Steatocystoma multiplex
HP:0012036	Sternocleidomastoid amyotrophy
HP:0012037	Pectoralis amyotrophy
HP:0012038	Corneal guttata
HP:0012039	Descemet Membrane Folds
HP:0012040	Corneal stromal edema
HP:0012041	Decreased fertility in males
HP:0012042	Aspirin-induced asthma
HP:0012043	Pendular nystagmus
HP:0012044	Seesaw nystagmus
HP:0012045	Retinal flecks
HP:0012046	Areflexia of upper limbs
HP:0012047	Hemeralopia
HP:0012048	Oromandibular dystonia
HP:0012049	Laryngeal dystonia
HP:0012050	Anasarca
HP:0012051	Reactive hypoglycemia
HP:0012052	Low serum calcitriol
HP:0012053	Low serum calcifediol
HP:0012054	Choroidal melanoma
HP:0012055	Ciliary body melanoma
HP:0012056	Cutaneous melanoma
HP:0012057	Superficial spreading melanoma
HP:0012058	Nodular melanoma
HP:0012059	Lentigo maligna melanoma
HP:0012060	Acral lentiginous melanoma
HP:0012061	Urinary excretion of sialylated oligosaccharides
HP:0012062	Bone cyst
HP:0012063	Aneurysmal bone cyst
HP:0012064	Unicameral bone cyst
HP:0012065	Multiple bony cystic lesions
HP:0012066	Increased urinary disaccharide excretion
HP:0012067	Glycopeptiduria
HP:0012068	Aspartylglucosaminuria
HP:0012069	Keratan sulfate excretion in urine
HP:0012070	Chondroitin sulfate excretion in urine
HP:0012071	Abnormal circulating acetylcarnitine concentration
HP:0012072	Aciduria
HP:0012073	Abnormal urinary acylglycine profile
HP:0012074	Tonic pupil
HP:0012075	Personality disorder
HP:0012076	Borderline personality disorder
