id	name
GO:0033106	cis-Golgi network membrane
GO:0033107	CVT vesicle
GO:0033110	Cvt vesicle membrane
GO:0033111	attachment organelle membrane
GO:0033112	cyanelle envelope
GO:0033113	cyanelle membrane
GO:0033114	cyanelle thylakoid lumen
GO:0033115	cyanelle thylakoid membrane
GO:0033116	endoplasmic reticulum-Golgi intermediate compartment membrane
GO:0033117	esterosome
GO:0033118	esterosome membrane
GO:0033150	cytoskeletal calyx
GO:0033162	melanosome membrane
GO:0033163	microneme membrane
GO:0033165	interphotoreceptor matrix
GO:0033166	hyaline layer
GO:0033167	ARC complex
GO:0033172	gas vesicle shell
GO:0033174	chloroplast proton-transporting ATP synthase complex, catalytic core CF(1)
GO:0033175	chloroplast proton-transporting ATP synthase complex, coupling factor CF(o)
GO:0033176	proton-transporting V-type ATPase complex
GO:0033177	proton-transporting two-sector ATPase complex, proton-transporting domain
GO:0033178	proton-transporting two-sector ATPase complex, catalytic domain
GO:0033179	proton-transporting V-type ATPase, V0 domain
GO:0033180	proton-transporting V-type ATPase, V1 domain
GO:0033181	plasma membrane proton-transporting V-type ATPase complex
GO:0033185	dolichol-phosphate-mannose synthase complex
GO:0033186	CAF-1 complex
GO:0033193	Lsd1/2 complex
GO:0033202	DNA helicase complex
GO:0033203	DNA helicase A complex
GO:0033254	vacuolar transporter chaperone complex
GO:0033255	SAS acetyltransferase complex
GO:0033256	I-kappaB/NF-kappaB complex
GO:0033257	Bcl3/NF-kappaB2 complex
GO:0033263	CORVET complex
GO:0033267	axon part
GO:0033268	node of Ranvier
GO:0033269	internode region of axon
GO:0033270	paranode region of axon
GO:0033276	transcription factor TFTC complex
GO:0033281	TAT protein transport complex
GO:0033282	protein C inhibitor-acrosin complex
GO:0033289	intraconoid microtubule
GO:0033290	eukaryotic 48S preinitiation complex
GO:0033291	eukaryotic 80S initiation complex
GO:0033309	SBF transcription complex
GO:0033391	chromatoid body
GO:0033503	HULC complex
GO:0033551	monopolin complex
GO:0033553	rDNA heterochromatin
GO:0033557	Slx1-Slx4 complex
GO:0033565	ESCRT-0 complex
GO:0033573	high-affinity iron permease complex
GO:0033583	rhabdomere membrane
GO:0033588	Elongator holoenzyme complex
GO:0033593	BRCA2-MAGE-D1 complex
GO:0033596	TSC1-TSC2 complex
GO:0033597	mitotic checkpoint complex
GO:0033607	SOD1-Bcl-2 complex
GO:0033620	Mei2 nuclear dot complex
GO:0033643	host cell part
GO:0033644	host cell membrane
GO:0033645	host cell endomembrane system
GO:0033646	host intracellular part
GO:0033647	host intracellular organelle
GO:0033648	host intracellular membrane-bounded organelle
GO:0033650	host cell mitochondrion
GO:0033651	host cell plastid
GO:0033652	host cell chloroplast
GO:0033653	host cell chloroplast part
GO:0033654	host cell chloroplast thylakoid membrane
GO:0033655	host cell cytoplasm part
GO:0033675	pericanalicular vesicle
GO:0033698	Rpd3L complex
GO:0033768	SUMO-targeted ubiquitin ligase complex
GO:0033774	basal labyrinth
GO:0033985	acidocalcisome lumen
GO:0034044	exomer complex
GO:0034045	pre-autophagosomal structure membrane
GO:0034060	cyanelle stroma
GO:0034064	Tor2-Mei2-Ste11 complex
GO:0034066	RIC1-RGP1 guanyl-nucleotide exchange factor complex
GO:0034081	polyketide synthase complex
GO:0034082	type II polyketide synthase complex
GO:0034083	type III polyketide synthase complex
GO:0034098	VCP-NPL4-UFD1 AAA ATPase complex
GO:0034099	luminal surveillance complex
GO:0034206	enhanceosome
GO:0034245	mitochondrial DNA-directed RNA polymerase complex
GO:0034270	CVT complex
GO:0034271	phosphatidylinositol 3-kinase complex, class III, type I
GO:0034272	phosphatidylinositol 3-kinase complex, class III, type II
GO:0034274	Atg12-Atg5-Atg16 complex
GO:0034357	photosynthetic membrane
GO:0034358	plasma lipoprotein particle
GO:0034359	mature chylomicron
GO:0034360	chylomicron remnant
GO:0034361	very-low-density lipoprotein particle
GO:0034362	low-density lipoprotein particle
GO:0034363	intermediate-density lipoprotein particle
GO:0034364	high-density lipoprotein particle
GO:0034365	discoidal high-density lipoprotein particle
GO:0034366	spherical high-density lipoprotein particle
GO:0034385	triglyceride-rich plasma lipoprotein particle
GO:0034388	Pwp2p-containing subcomplex of 90S preribosome
GO:0034399	nuclear periphery
GO:0034400	gerontoplast
GO:0034422	aleurone grain lumen
GO:0034423	autophagosome lumen
GO:0034424	Vps55/Vps68 complex
GO:0034425	etioplast envelope
GO:0034426	etioplast membrane
GO:0034430	monolayer-surrounded lipid storage body outer lipid monolayer
GO:0034448	EGO complex
GO:0034451	centriolar satellite
GO:0034455	t-UTP complex
GO:0034456	UTP-C complex
GO:0034457	Mpp10 complex
GO:0034464	BBSome
GO:0034466	chromaffin granule lumen
GO:0034467	esterosome lumen
GO:0034468	glycosome lumen
GO:0034469	Golgi stack lumen
GO:0034492	hydrogenosome lumen
GO:0034493	melanosome lumen
GO:0034494	microneme lumen
GO:0034495	protein storage vacuole lumen
GO:0034506	chromosome, centromeric core domain
GO:0034507	chromosome, centromeric outer repeat region
GO:0034515	proteasome storage granule
GO:0034518	RNA cap binding complex
GO:0034519	cytoplasmic RNA cap binding complex
GO:0034591	rhoptry lumen
GO:0034592	synaptic vesicle lumen
GO:0034615	GCH1 complex
GO:0034646	organelle-enclosing lipid monolayer
GO:0034657	GID complex
GO:0034662	CFTR-NHERF-ezrin complex
GO:0034663	endoplasmic reticulum chaperone complex
GO:0034664	Ig heavy chain-bound endoplasmic reticulum chaperone complex
GO:0034665	integrin alpha1-beta1 complex
GO:0034666	integrin alpha2-beta1 complex
GO:0034667	integrin alpha3-beta1 complex
GO:0034668	integrin alpha4-beta1 complex
GO:0034669	integrin alpha4-beta7 complex
GO:0034673	inhibin-betaglycan-ActRII complex
GO:0034674	integrin alpha5-beta1 complex
GO:0034675	integrin alpha6-beta1 complex
GO:0034676	integrin alpha6-beta4 complex
GO:0034677	integrin alpha7-beta1 complex
GO:0034678	integrin alpha8-beta1 complex
GO:0034679	integrin alpha9-beta1 complex
GO:0034680	integrin alpha10-beta1 complex
GO:0034681	integrin alpha11-beta1 complex
GO:0034682	integrin alphav-beta1 complex
GO:0034683	integrin alphav-beta3 complex
GO:0034684	integrin alphav-beta5 complex
GO:0034685	integrin alphav-beta6 complex
GO:0034686	integrin alphav-beta8 complex
GO:0034687	integrin alphaL-beta2 complex
GO:0034688	integrin alphaM-beta2 complex
GO:0034689	integrin alphaX-beta2 complex
GO:0034690	integrin alphaD-beta2 complex
GO:0034691	integrin alphaE-beta7 complex
GO:0034692	E.F.G complex
GO:0034693	U11/U12 snRNP
GO:0034702	ion channel complex
GO:0034703	cation channel complex
GO:0034704	calcium channel complex
GO:0034705	potassium channel complex
GO:0034706	sodium channel complex
GO:0034707	chloride channel complex
GO:0034708	methyltransferase complex
GO:0034709	methylosome
GO:0034715	pICln-Sm protein complex
GO:0034716	Gemin3-Gemin4-Gemin5 complex
GO:0034717	Gemin6-Gemin7-unrip complex
GO:0034718	SMN-Gemin2 complex
GO:0034719	SMN-Sm protein complex
GO:0034730	SmD-containing SMN-Sm protein complex
GO:0034731	Lsm-containing SMN-Sm protein complex
GO:0034732	transcription factor TFIIIB-alpha complex
GO:0034733	transcription factor TFIIIB-beta complex
GO:0034734	transcription factor TFIIIC1 complex
GO:0034735	transcription factor TFIIIC2 complex
GO:0034740	TFIIIC-TOP1-SUB1 complex
GO:0034741	APC-tubulin-IQGAP1 complex
GO:0034743	APC-IQGAP complex
GO:0034744	APC-IQGAP1-Cdc42 complex
GO:0034745	APC-IQGAP1-Rac1 complex
GO:0034746	APC-IQGAP1-CLIP-170 complex
GO:0034748	Par3-APC-KIF3A complex
GO:0034749	Scrib-APC complex
GO:0034750	Scrib-APC-beta-catenin complex
GO:0034751	aryl hydrocarbon receptor complex
GO:0034752	cytosolic aryl hydrocarbon receptor complex
GO:0034753	nuclear aryl hydrocarbon receptor complex
GO:0034774	secretory granule lumen
GO:0034777	recycling endosome lumen
GO:0034967	Set3 complex
GO:0034973	Sid2-Mob1 complex
GO:0034974	Swi5-Swi2 complex
GO:0034977	ABIN2-NFKB1-MAP3K8 complex
GO:0034978	PDX1-PBX1b-MRG1 complex
GO:0034980	FHL2-CREB complex
GO:0034981	FHL3-CREB complex
GO:0034985	Ecsit-NDUFAF1 complex
GO:0034990	nuclear mitotic cohesin complex
GO:0034991	nuclear meiotic cohesin complex
GO:0034992	microtubule organizing center attachment site
GO:0034993	LINC complex
GO:0034995	SC5b-7 complex
GO:0034996	RasGAP-Fyn-Lyn-Yes complex
GO:0034997	alphav-beta5 integrin-vitronectin complex
GO:0034998	oligosaccharyltransferase I complex
GO:0034999	oligosaccharyltransferase II complex
GO:0035000	oligosaccharyltransferase III complex
GO:0035003	subapical complex
GO:0035012	polytene chromosome, telomeric region
GO:0035032	phosphatidylinositol 3-kinase complex, class III
GO:0035059	RCAF complex
GO:0035060	brahma complex
GO:0035061	interchromatin granule
GO:0035062	omega speckle
GO:0035068	micro-ribonucleoprotein complex
GO:0035097	histone methyltransferase complex
GO:0035098	ESC/E(Z) complex
GO:0035101	FACT complex
GO:0035102	PRC1 complex
GO:0035145	exon-exon junction complex
GO:0035182	female germline ring canal outer rim
GO:0035183	female germline ring canal inner rim
GO:0035189	Rb-E2F complex
GO:0035230	cytoneme
GO:0035253	ciliary rootlet
GO:0035267	NuA4 histone acetyltransferase complex
GO:0035301	Hedgehog signaling complex
GO:0035323	male germline ring canal
GO:0035324	female germline ring canal
GO:0035327	transcriptionally active chromatin
GO:0035328	transcriptionally silent chromatin
GO:0035339	SPOTS complex
GO:0035354	Toll-like receptor 1-Toll-like receptor 2 protein complex
GO:0035355	Toll-like receptor 2-Toll-like receptor 6 protein complex
GO:0035361	Cul8-RING ubiquitin ligase complex
GO:0035363	histone locus body
GO:0035369	pre-B cell receptor complex
GO:0035370	UBC13-UEV1A complex
GO:0035371	microtubule plus-end
GO:0035448	extrinsic component of thylakoid membrane
GO:0035449	extrinsic component of plastid thylakoid membrane
GO:0035450	extrinsic component of lumenal side of plastid thylakoid membrane
GO:0035451	extrinsic component of stromal side of plastid thylakoid membrane
GO:0035452	extrinsic component of plastid membrane
GO:0035453	extrinsic component of plastid inner membrane
GO:0035454	extrinsic component of stromal side of plastid inner membrane
GO:0035517	PR-DUB complex
GO:0035525	NF-kappaB p50/p65 complex
GO:0035550	urease complex
GO:0035577	azurophil granule membrane
GO:0035578	azurophil granule lumen
GO:0035579	specific granule membrane
GO:0035580	specific granule lumen
GO:0035618	root hair
GO:0035619	root hair tip
GO:0035631	CD40 receptor complex
GO:0035632	mitochondrial prohibitin complex
GO:0035649	Nrd1 complex
GO:0035657	eRF1 methyltransferase complex
GO:0035658	Mon1-Ccz1 complex
GO:0035686	sperm fibrous sheath
GO:0035692	macrophage migration inhibitory factor receptor complex
GO:0035693	NOS2-CD74 complex
GO:0035748	myelin sheath abaxonal region
GO:0035749	myelin sheath adaxonal region
GO:0035770	ribonucleoprotein granule
GO:0035792	other organism postsynaptic membrane
GO:0035796	ATP-binding cassette (ABC) transporter complex, transmembrane substrate-binding subunit-containing
GO:0035805	egg coat
GO:0035808	meiotic recombination initiation complex
GO:0035838	growing cell tip
GO:0035839	non-growing cell tip
GO:0035840	old growing cell tip
GO:0035841	new growing cell tip
GO:0035842	old cell tip after activation of bipolar cell growth
GO:0035843	endonuclear canal
GO:0035859	Seh1-associated complex
GO:0035861	site of double-strand break
GO:0035866	alphav-beta3 integrin-PKCalpha complex
GO:0035867	alphav-beta3 integrin-IGF-1-IGF1R complex
GO:0035868	alphav-beta3 integrin-HMGB1 complex
GO:0035869	ciliary transition zone
GO:0035974	meiotic spindle pole body
GO:0035976	transcription factor AP-1 complex
GO:0035985	senescence-associated heterochromatin focus
GO:0035996	rhabdomere microvillus
GO:0035997	rhabdomere microvillus membrane
GO:0036000	mucocyst
GO:0036007	scintillon
GO:0036012	cyanelle inner membrane
GO:0036013	cyanelle outer membrane
GO:0036014	cyanelle intermembrane space
GO:0036019	endolysosome
GO:0036020	endolysosome membrane
GO:0036021	endolysosome lumen
GO:0036024	protein C inhibitor-TMPRSS7 complex
GO:0036025	protein C inhibitor-TMPRSS11E complex
GO:0036026	protein C inhibitor-PLAT complex
GO:0036027	protein C inhibitor-PLAU complex
GO:0036028	protein C inhibitor-thrombin complex
GO:0036029	protein C inhibitor-KLK3 complex
GO:0036030	protein C inhibitor-plasma kallikrein complex
GO:0036038	MKS complex
GO:0036053	glomerular endothelium fenestra
GO:0036056	filtration diaphragm
GO:0036057	slit diaphragm
GO:0036062	presynaptic periactive zone
GO:0036063	acroblast
GO:0036064	ciliary basal body
GO:0036087	glutathione synthase complex
GO:0036117	hyaluranon cable
GO:0036125	fatty acid beta-oxidation multienzyme complex
GO:0036126	sperm flagellum
GO:0036128	CatSper complex
GO:0036156	inner dynein arm
GO:0036157	outer dynein arm
GO:0036186	early phagosome membrane
GO:0036194	muscle cell projection
GO:0036195	muscle cell projection membrane
GO:0036224	pairing center
GO:0036240	septal periplasm
GO:0036266	Cdc48p-Npl4p-Vms1p AAA ATPase complex
GO:0036284	tubulobulbar complex
GO:0036286	eisosome filament
GO:0036338	viral membrane
GO:0036362	ascus membrane
GO:0036375	Kibra-Ex-Mer complex
GO:0036379	myofilament
GO:0036387	pre-replicative complex
GO:0036389	bacterial pre-replicative complex
GO:0036391	medial cortex septin ring
GO:0036396	MIS complex
GO:0036398	TCR signalosome
GO:0036405	anchored component of cell outer membrane
GO:0036406	anchored component of periplasmic side of cell outer membrane
GO:0036407	mycolate outer membrane
GO:0036409	histone H3-K14 acetyltransferase complex
GO:0036410	Mst2 histone acetyltransferase complex
GO:0036411	H-NS-Cnu complex
GO:0036418	intrinsic component of mycolate outer membrane
GO:0036419	integral component of mycolate outer membrane
GO:0036420	extrinsic component of mycolate outer membrane
GO:0036421	extrinsic component of external side of mycolate outer membrane
GO:0036436	Isw1a complex
GO:0036437	Isw1b complex
GO:0036449	microtubule minus-end
GO:0036452	ESCRT complex
GO:0036454	growth factor complex
GO:0036457	keratohyalin granule
GO:0036464	cytoplasmic ribonucleoprotein granule
GO:0036477	somatodendritic compartment
GO:0036488	CHOP-C/EBP complex
GO:0036501	UFD1-NPL4 complex
GO:0036502	Derlin-1-VIMP complex
GO:0036513	Derlin-1 retrotranslocation complex
GO:0038037	G-protein coupled receptor dimeric complex
GO:0038038	G-protein coupled receptor homodimeric complex
GO:0038039	G-protein coupled receptor heterodimeric complex
GO:0038045	large latent transforming growth factor-beta complex
GO:0038059	IKKalpha-IKKalpha complex
GO:0038104	nodal receptor complex
GO:0038139	ERBB4-EGFR complex
GO:0038140	ERBB4-ERBB3 complex
GO:0038141	ERBB4-ERBB4 complex
GO:0038142	EGFR:ERBB2 complex
GO:0038143	ERBB3:ERBB2 complex
GO:0038144	ERBB4:ERBB2 complex
GO:0038197	type I interferon receptor complex
GO:0038201	TOR complex
GO:0039615	T=1 icosahedral viral capsid
GO:0039616	T=2 icosahedral viral capsid
GO:0039617	T=3 icosahedral viral capsid
GO:0039618	T=pseudo3 icosahedral viral capsid
GO:0039619	T=4 icosahedral viral capsid
GO:0039620	T=7 icosahedral viral capsid
GO:0039621	T=13 icosahedral viral capsid
GO:0039622	T=16 icosahedral viral capsid
GO:0039623	T=25 icosahedral viral capsid
GO:0039624	viral outer capsid
GO:0039625	viral inner capsid
GO:0039626	viral intermediate capsid
GO:0039627	T=147 icosahedral capsid
GO:0039628	T=169 icosahedral viral capsid
GO:0039629	T=219 icosahedral capsid
GO:0039641	viral inner membrane
GO:0039642	virion nucleoid
GO:0039643	host cell viral nucleoid
GO:0039658	TBK1-IKKE-DDX3 complex
GO:0039661	host organelle outer membrane
GO:0039662	host cell outer membrane
GO:0039670	viral capsid, turret
GO:0039679	viral occlusion body
GO:0039713	viral factory
GO:0039714	cytoplasmic viral factory
GO:0039715	nuclear viral factory
GO:0039716	viroplasm viral factory
GO:0039717	spherule viral factory
GO:0039718	double membrane vesicle viral factory
GO:0039719	tube viral factory
GO:0039720	virogenic stroma
GO:0039721	peristromal region viral factory
GO:0042022	interleukin-12 receptor complex
GO:0042025	host cell nucleus
GO:0042101	T cell receptor complex
GO:0042105	alpha-beta T cell receptor complex
GO:0042106	gamma-delta T cell receptor complex
GO:0042151	nematocyst
GO:0042170	plastid membrane
GO:0042175	nuclear outer membrane-endoplasmic reticulum membrane network
GO:0042272	nuclear RNA export factor complex
GO:0042382	paraspeckles
GO:0042383	sarcolemma
GO:0042385	myosin III complex
GO:0042405	nuclear inclusion body
GO:0042406	extrinsic component of endoplasmic reticulum membrane
GO:0042470	melanosome
GO:0042555	MCM complex
GO:0042564	NLS-dependent protein nuclear import complex
GO:0042565	RNA nuclear export complex
GO:0042566	hydrogenosome
GO:0042567	insulin-like growth factor ternary complex
GO:0042568	insulin-like growth factor binary complex
GO:0042571	immunoglobulin complex, circulating
GO:0042575	DNA polymerase complex
GO:0042579	microbody
GO:0042580	mannosome
GO:0042581	specific granule
GO:0042582	azurophil granule
GO:0042583	chromaffin granule
GO:0042584	chromaffin granule membrane
GO:0042585	germinal vesicle
GO:0042587	glycogen granule
GO:0042588	zymogen granule
GO:0042589	zymogen granule membrane
GO:0042597	periplasmic space
GO:0042599	lamellar body
GO:0042600	chorion
GO:0042601	endospore-forming forespore
GO:0042603	capsule
GO:0042611	MHC protein complex
GO:0042612	MHC class I protein complex
GO:0042613	MHC class II protein complex
GO:0042622	photoreceptor outer segment membrane
GO:0042627	chylomicron
GO:0042629	mast cell granule
GO:0042641	actomyosin
GO:0042642	actomyosin, myosin complex part
GO:0042643	actomyosin, actin portion
GO:0042644	chloroplast nucleoid
GO:0042645	mitochondrial nucleoid
GO:0042646	plastid nucleoid
GO:0042647	proplastid nucleoid
GO:0042648	chloroplast chromosome
GO:0042649	prothylakoid
GO:0042650	prothylakoid membrane
GO:0042651	thylakoid membrane
GO:0042652	mitochondrial respiratory chain complex I, peripheral segment
GO:0042653	mitochondrial respiratory chain complex I, membrane segment
GO:0042709	succinate-CoA ligase complex
GO:0042716	plasma membrane-derived chromatophore
GO:0042717	plasma membrane-derived chromatophore membrane
GO:0042718	yolk granule
GO:0042719	mitochondrial intermembrane space protein transporter complex
GO:0042720	mitochondrial inner membrane peptidase complex
GO:0042721	mitochondrial inner membrane protein insertion complex
GO:0042729	DASH complex
GO:0042734	presynaptic membrane
GO:0042735	protein body
GO:0042757	giant axon
GO:0042763	intracellular immature spore
GO:0042764	ascospore-type prospore
GO:0042765	GPI-anchor transamidase complex
GO:0042788	polysomal ribosome
GO:0042807	central vacuole
GO:0042824	MHC class I peptide loading complex
GO:0042825	TAP complex
GO:0042827	platelet dense granule
GO:0042995	cell projection
GO:0043005	neuron projection
GO:0043020	NADPH oxidase complex
GO:0043025	neuronal cell body
GO:0043033	isoamylase complex
GO:0043034	costamere
GO:0043036	starch grain
GO:0043073	germ cell nucleus
GO:0043076	megasporocyte nucleus
GO:0043078	polar nucleus
GO:0043079	antipodal cell nucleus
GO:0043082	megagametophyte egg cell nucleus
GO:0043083	synaptic cleft
GO:0043159	acrosomal matrix
GO:0043160	acrosomal lumen
GO:0043186	P granule
GO:0043187	cell septum surface
GO:0043188	cell septum edging
GO:0043189	H4/H2A histone acetyltransferase complex
GO:0043190	ATP-binding cassette (ABC) transporter complex
GO:0043194	axon initial segment
GO:0043195	terminal bouton
GO:0043196	varicosity
GO:0043197	dendritic spine
GO:0043198	dendritic shaft
GO:0043202	lysosomal lumen
GO:0043203	axon hillock
GO:0043204	perikaryon
GO:0043209	myelin sheath
GO:0043218	compact myelin
GO:0043219	lateral loop
GO:0043220	Schmidt-Lanterman incisure
GO:0043223	cytoplasmic SCF ubiquitin ligase complex
GO:0043224	nuclear SCF ubiquitin ligase complex
GO:0043226	organelle
GO:0043227	membrane-bounded organelle
GO:0043228	non-membrane-bounded organelle
GO:0043229	intracellular organelle
GO:0043230	extracellular organelle
GO:0043231	intracellular membrane-bounded organelle
GO:0043232	intracellular non-membrane-bounded organelle
GO:0043233	organelle lumen
GO:0043234	protein complex
GO:0043235	receptor complex
GO:0043240	Fanconi anaemia nuclear complex
GO:0043245	extraorganismal space
GO:0043246	megasome
GO:0043253	chloroplast ribosome
GO:0043256	laminin complex
GO:0043257	laminin-8 complex
GO:0043258	laminin-9 complex
GO:0043259	laminin-10 complex
GO:0043260	laminin-11 complex
GO:0043261	laminin-12 complex
GO:0043263	cellulosome
GO:0043264	extracellular non-membrane-bounded organelle
GO:0043265	ectoplasm
GO:0043291	RAVE complex
GO:0043292	contractile fiber
GO:0043293	apoptosome
GO:0043294	mitochondrial glutamate synthase complex (NADH)
GO:0043296	apical junction complex
GO:0043332	mating projection tip
GO:0043384	pre-T cell receptor complex
GO:0043493	viral terminase complex
GO:0043494	CLRC ubiquitin ligase complex
GO:0043505	CENP-A containing nucleosome
GO:0043509	activin A complex
GO:0043510	activin B complex
GO:0043511	inhibin complex
GO:0043512	inhibin A complex
GO:0043513	inhibin B complex
GO:0043514	interleukin-12 complex
GO:0043527	tRNA methyltransferase complex
GO:0043528	tRNA (m2G10) methyltransferase complex
GO:0043529	GET complex
GO:0043540	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase complex
GO:0043541	UDP-N-acetylglucosamine transferase complex
GO:0043564	Ku70:Ku80 complex
GO:0043590	bacterial nucleoid
GO:0043591	endospore external encapsulating structure
GO:0043592	exosporium
GO:0043593	endospore coat
GO:0043594	outer endospore membrane
GO:0043595	endospore cortex
GO:0043596	nuclear replication fork
GO:0043597	cytoplasmic replication fork
GO:0043598	cytoplasmic DNA replication factor C complex
GO:0043599	nuclear DNA replication factor C complex
GO:0043600	cytoplasmic replisome
GO:0043601	nuclear replisome
GO:0043614	multi-eIF complex
GO:0043625	delta DNA polymerase complex
GO:0043626	PCNA complex
GO:0043655	extracellular space of host
GO:0043656	intracellular region of host
GO:0043657	host cell
GO:0043658	host symbiosome
GO:0043659	symbiosome
GO:0043660	bacteroid-containing symbiosome
GO:0043661	peribacteroid membrane
GO:0043662	peribacteroid fluid
GO:0043663	host bacteroid-containing symbiosome
GO:0043664	host peribacteroid membrane
GO:0043665	host peribacteroid fluid
GO:0043667	pollen wall
GO:0043668	exine
GO:0043669	ectexine
GO:0043670	foot layer
GO:0043671	endexine
GO:0043672	nexine
GO:0043673	sexine
GO:0043674	columella
GO:0043675	sculpture element
GO:0043676	tectum
GO:0043677	germination pore
GO:0043678	intine
GO:0043679	axon terminus
GO:0043680	filiform apparatus
GO:0043684	type IV secretion system complex
GO:0043698	iridosome
GO:0043699	leucosome
GO:0043700	pterinosome
GO:0043701	cyanosome
GO:0043702	carotenoid vesicle
GO:0043769	Tpg-containing telomere binding complex
GO:0043845	DNA polymerase III, proofreading complex
GO:0043846	DNA polymerase III, clamp loader complex
GO:0043847	DNA polymerase III, clamp loader chi/psi subcomplex
GO:0043850	RecFOR complex
GO:0043853	methanol-CoM methyltransferase complex
GO:0043913	chromosome segregation-directing complex
GO:0044084	host cell membrane pore complex
GO:0044094	host cell nuclear part
GO:0044095	host cell nucleoplasm
GO:0044096	type IV pilus
GO:0044099	polar tube
GO:0044100	sporoplasm
GO:0044155	host caveola
GO:0044156	host cell junction
GO:0044157	host cell projection
GO:0044158	host cell wall
GO:0044159	host thylakoid
GO:0044160	host thylakoid membrane
GO:0044161	host cell cytoplasmic vesicle
GO:0044162	host cell cytoplasmic vesicle membrane
GO:0044163	host cytoskeleton
GO:0044164	host cell cytosol
GO:0044165	host cell endoplasmic reticulum
GO:0044166	host cell endoplasmic reticulum lumen
GO:0044167	host cell endoplasmic reticulum membrane
GO:0044168	host cell rough endoplasmic reticulum
GO:0044169	host cell rough endoplasmic reticulum membrane
GO:0044170	host cell smooth endoplasmic reticulum
GO:0044171	host cell smooth endoplasmic reticulum membrane
GO:0044172	host cell endoplasmic reticulum-Golgi intermediate compartment
GO:0044173	host cell endoplasmic reticulum-Golgi intermediate compartment membrane
GO:0044174	host cell endosome
GO:0044175	host cell endosome membrane
GO:0044176	host cell filopodium
GO:0044177	host cell Golgi apparatus
GO:0044178	host cell Golgi membrane
GO:0044184	host cell late endosome
GO:0044185	host cell late endosome membrane
GO:0044186	host cell lipid particle
GO:0044187	host cell lysosome
GO:0044188	host cell lysosomal membrane
GO:0044190	host cell mitochondrial envelope
GO:0044191	host cell mitochondrial membrane
GO:0044192	host cell mitochondrial inner membrane
GO:0044193	host cell mitochondrial outer membrane
GO:0044194	cytolytic granule
GO:0044195	nucleoplasmic reticulum
GO:0044196	host cell nucleolus
GO:0044199	host cell nuclear envelope
GO:0044200	host cell nuclear membrane
GO:0044201	host cell nuclear inner membrane
GO:0044202	host cell nuclear outer membrane
GO:0044203	host cell nuclear lamina
GO:0044204	host cell nuclear matrix
GO:0044207	translation initiation ternary complex
GO:0044214	spanning component of plasma membrane
GO:0044215	other organism
GO:0044216	other organism cell
GO:0044217	other organism part
GO:0044218	other organism cell membrane
GO:0044219	host cell plasmodesma
GO:0044220	host cell perinuclear region of cytoplasm
GO:0044221	host cell synapse
GO:0044222	anammoxosome
GO:0044223	pirellulosome
GO:0044224	juxtaparanode region of axon
GO:0044225	apical pole of neuron
GO:0044226	basal pole of neuron
GO:0044227	methane-oxidizing organelle
GO:0044228	host cell surface
GO:0044229	host cell periplasmic space
GO:0044230	host cell envelope
GO:0044231	host cell presynaptic membrane
GO:0044232	organelle membrane contact site
GO:0044233	ER-mitochondrion membrane contact site
GO:0044279	other organism membrane
GO:0044280	subplasmalemmal coating
GO:0044284	mitochondrial crista junction
GO:0044285	bridge contact site
GO:0044286	peg and socket contact
GO:0044288	puncta adhaerentia
GO:0044289	contact site
GO:0044290	mitochondrial intracristal space
GO:0044291	cell-cell contact zone
GO:0044292	dendrite terminus
GO:0044293	dendriole
GO:0044294	dendritic growth cone
GO:0044295	axonal growth cone
GO:0044296	dendritic tuft
GO:0044297	cell body
GO:0044298	cell body membrane
GO:0044299	C-fiber
GO:0044300	cerebellar mossy fiber
GO:0044301	climbing fiber
GO:0044302	dentate gyrus mossy fiber
GO:0044303	axon collateral
GO:0044304	main axon
GO:0044305	calyx of Held
GO:0044306	neuron projection terminus
GO:0044307	dendritic branch
GO:0044308	axonal spine
GO:0044309	neuron spine
GO:0044310	osmiophilic body
GO:0044311	exoneme
GO:0044312	crystalloid
GO:0044316	cone cell pedicle
GO:0044317	rod spherule
GO:0044322	endoplasmic reticulum quality control compartment
GO:0044326	dendritic spine neck
GO:0044327	dendritic spine head
GO:0044352	pinosome
GO:0044353	micropinosome
GO:0044354	macropinosome
GO:0044383	host chromosome
GO:0044384	host outer membrane
GO:0044385	integral to membrane of host cell
GO:0044386	integral to host endoplasmic reticulum membrane
GO:0044391	ribosomal subunit
GO:0044393	microspike
GO:0044420	extracellular matrix component
GO:0044421	extracellular region part
GO:0044422	organelle part
GO:0044423	virion part
GO:0044424	intracellular part
GO:0044425	membrane part
GO:0044426	cell wall part
GO:0044427	chromosomal part
GO:0044428	nuclear part
GO:0044429	mitochondrial part
GO:0044430	cytoskeletal part
GO:0044431	Golgi apparatus part
GO:0044432	endoplasmic reticulum part
GO:0044433	cytoplasmic vesicle part
GO:0044434	chloroplast part
GO:0044435	plastid part
GO:0044436	thylakoid part
GO:0044437	vacuolar part
GO:0044438	microbody part
GO:0044439	peroxisomal part
GO:0044440	endosomal part
GO:0044441	ciliary part
GO:0044443	pilus part
GO:0044444	cytoplasmic part
GO:0044445	cytosolic part
GO:0044446	intracellular organelle part
GO:0044447	axoneme part
GO:0044448	cell cortex part
GO:0044449	contractile fiber part
GO:0044450	microtubule organizing center part
GO:0044451	nucleoplasm part
GO:0044452	nucleolar part
GO:0044453	nuclear membrane part
GO:0044454	nuclear chromosome part
